,Year,intersection,health,climate
0,2011,0.17543859649122806,20.63157894736842,3.8596491228070176
1,2012,0.14705882352941177,18.720588235294116,3.6911764705882355
2,2013,0.30864197530864196,18.555555555555557,3.5555555555555554
3,2014,0.19718309859154928,19.197183098591548,3.9295774647887325
4,2015,0.2911392405063291,25.430379746835442,4.582278481012659
5,2016,0.22857142857142856,19.542857142857144,5.428571428571429
6,2017,0.22340425531914893,19.97872340425532,5.159574468085107
7,2018,0.45348837209302323,20.627906976744185,3.395348837209302
8,2019,0.24719101123595505,22.078651685393258,3.8876404494382024
9,2020,0.7777777777777778,21.185185185185187,4.981481481481482
10,2021,0.7714285714285715,32.904761904761905,4.866666666666666
11,2022,0.9759036144578314,35.036144578313255,8.19277108433735
