,Year,intersection,health,climate
0,2011,0.9333333333333333,23.8,13.533333333333333
1,2012,0.1875,28.3125,18.375
2,2013,0.07142857142857142,23.071428571428573,8.214285714285714
3,2014,0.4444444444444444,31.0,13.722222222222221
4,2015,0.2222222222222222,12.055555555555555,7.222222222222222
5,2016,0.35294117647058826,16.58823529411765,11.352941176470589
6,2017,0.05555555555555555,18.38888888888889,10.0
7,2018,0.23809523809523808,18.142857142857142,7.333333333333333
8,2019,0.6956521739130435,22.0,17.347826086956523
9,2020,0.9444444444444444,24.666666666666668,20.833333333333332
10,2021,1.2121212121212122,34.484848484848484,13.303030303030303
11,2022,2.323529411764706,43.35294117647059,29.235294117647058
