,Year,intersection,health,climate
0,2011,0.0,14.5,1.2857142857142858
1,2012,0.10344827586206896,12.862068965517242,1.3448275862068966
2,2013,0.0,20.216216216216218,1.5945945945945945
3,2014,0.24324324324324326,29.594594594594593,2.27027027027027
4,2015,0.21052631578947367,33.05263157894737,2.8947368421052633
5,2016,0.06666666666666667,22.755555555555556,2.5555555555555554
6,2017,0.19607843137254902,31.627450980392158,3.156862745098039
7,2018,0.6829268292682927,46.65853658536585,4.341463414634147
8,2019,0.6190476190476191,31.952380952380953,5.0476190476190474
9,2020,1.2340425531914894,43.255319148936174,5.574468085106383
10,2021,2.203125,74.1875,10.21875
11,2022,2.267605633802817,66.87323943661971,11.577464788732394
