docname,from,to,pre,keyword,post,pattern
JPN_1989.L2211,2,2,destruction,health,planet gravely threatenedglobal_warmingdestruction ozone layer,health
BHS_1995.L178,1,1,,disease,threat nuclear annihilation consequencesglobal_warminggood enough,health
TTO_1998.L1178,4,4,broad categories children's,health,environmentclimate_changewomen population food security drug,health
MHL_1999.L296,6,6,observed recent years indications expectedclimate_changeclimate_change,disease,observing symptoms pacific,health
KGZ_2000.L811,8,8,nations framework conventionclimate_changeconvention long-range transboundary,air_pollution,rotterdam,health
PLW_2000.L81,2,2,tuberculosis,malaria,spread hiv aidsglobal_warmingenvironmental degradation vulnerability,health
KHM_2002.L754,2,2,aids,pandemic,curbed poverty alleviatedglobal_warmingkept check possible,health
PNG_2002.L883,9,9,material regionglobal_warmingbrought increase number cases,diseases,,health
PNG_2003.L717,7,7,hunger illiteracy environmental degradationclimate_changehiv aids,malaria,preventable diseases,health
PNG_2003.L717,9,9,environmental degradationclimate_changehiv aids malaria preventable,diseases,,health
SVK_2003.L929,4,4,smuggling spread deadly,diseases,globalclimate_changefinding appropriate solutions issues requires,health
HRV_2004.L339,4,4,smuggling spread deadly,diseases,globalclimate_changeglobalization needs mastered opportunities offers,health
LAO_2004.L708,9,9,human traffickingglobal_warmingenvironmental degradation hiv aids,diseases,,health
VAT_2005.L260,6,6,area remain risk among thingsclimate_changenew,diseases,irresponsible destruction forests,health
MUS_2006.L846,7,7,humankind particular concern impactglobal_warmingcertain vectors,disease,leading proliferation,health
MUS_2006.L864,2,2,cases,malaria,mosquito-borne diseases resultclimate_changemauritius fully committed,health
MUS_2006.L864,4,4,cases malaria mosquito-borne,diseases,resultclimate_changemauritius fully committed successful conclusion,health
AND_2007.L354,4,4,ones suffer war,illness,underdevelopmentclimate_changeaffect us us equally time,health
ATG_2007.L594,2,2,areas,health,education among othersclimate_changeglobal problem requiring,health
BWA_2007.L123,4,4,severe global poverty,disease,reverseclimate_changeprevent wars alleviate human suffering,health
ISL_2007.L327,4,4,relation peace security,health,povertyclimate_changeempowerment women key success women,health
KHM_2007.L87,6,6,development terrorism regional conflicts povertyglobal_warmingpandemic,diseases,forth old new,health
MDG_2007.L622,1,1,,illnesses,africa already seeing consequencesclimate_changedroughts floods,health
PRT_2007.L189,3,3,education decent,health,standards combatingclimate_changecontext must mention one,health
SGP_2007.L135,9,9,acting togetherclimate_changeone another danger global,pandemics,,health
SGP_2007.L241,6,6,kong director-general also invited whetherclimate_changeglobal,pandemics,fight terrorism multilateral,health
SRB_2007.L778,2,2,crime,pandemic,diseases harmful consequencesclimate_changeglobal_warming surely major,health
SRB_2007.L778,3,3,crime pandemic,diseases,harmful consequencesclimate_changeglobal_warming surely major problem,health
SRB_2007.L779,1,1,,pandemic,diseases harmful consequences climate_changeglobal_warmingsurely major,health
SRB_2007.L779,2,2,pandemic,diseases,harmful consequences climate_changeglobal_warmingsurely major problem,health
UGA_2007.L164,7,7,subsistence rain-fed therefore vulnerableclimate_variabilitychange vulnerability,health,sector also,health
UGA_2007.L184,4,4,dysentery increased incidence,malaria,indeedclimate_changetoday constitutes danger human security,health
VNM_2007.L133,3,3,issues emerged,epidemics,environmental pollutionclimate_changeproved serious threats human,health
ZMB_2007.L636,2,2,aids,pandemic,now adverse effectsclimate_changeregard hiv aids,health
ZMB_2007.L636,8,8,now adverse effectsclimate_changeregard hiv aids,pandemic,government,health
BWA_2008.L434,2,2,poverty,disease,natural man-made disastersclimate_changeenergy terrorism among,health
CYP_2008.L95,9,9,problems povertyclimate_changerising energy food prices,diseases,,health
ECU_2008.L279,4,4,poverty hiv aids,malaria,effectsclimate_changecitizens beginning call us account,health
GNQ_2008.L237,9,9,food crisesclimate_changeinequality poor access education,health,,health
HTI_2008.L798,7,7,spaces separated impassable bordersclimate_changeborders viruses,diseases,elusive undocumented,health
JAM_2008.L208,6,6,interdependency share manifested many areasclimate_changeglobal,epidemics,organized crime human,health
LCA_2008.L589,8,8,surrounding energy useclimate_changeimplications region's food,nutrition,security,health
LVA_2008.L428,3,3,clusters mdgs,health,education growthclimate_changeunited nations needs immediately,health
MDG_2008.L386,1,1,,disease,climate_change given impact globalclimate_changemaintaining healthy,health
NZL_2008.L217,1,1,,health,education reducing vulnerabilities includingclimate_changechallenging times,health
SMR_2008.L518,7,7,need cooperation population growthclimate_changespread new,diseases,well economic,health
SWZ_2008.L54,6,6,many challenges include catastrophic effectsclimate_changecomplicated,diseases,tuberculosis malaria hiv,health
SWZ_2008.L54,8,8,include catastrophic effectsclimate_changecomplicated diseases tuberculosis,malaria,hiv,health
TUR_2008.L102,2,2,illiteracy,epidemic,diseases child mortalityclimate_changestill far contrary,health
TUR_2008.L102,3,3,illiteracy epidemic,diseases,child mortalityclimate_changestill far contrary volatile,health
BRB_2009.L118,6,6,economic financial crisis decades challengeclimate_changeinfluenza,pandemics,assumed international multidimensional,health
CHE_2009.L36,8,8,reminds us issuesclimate_changefood crisis migration,pandemics,terrorism,health
COG_2009.L161,3,3,unnecessarily hunger,disease,us knowclimate_changeabetting scourges countries least,health
EGY_2009.L1332,1,1,,diseases,pandemics role civil societyclimate_changeenergy human,health
EGY_2009.L1332,2,2,diseases,pandemics,role civil societyclimate_changeenergy human trafficking,health
FJI_2009.L90,3,3,2009 h1n1,pandemic,dramatic phenomenonclimate_changesmall economies like global,health
FSM_2009.L856,3,3,economic hardship,epidemic,today crisisclimate_changesimply time waste therefore,health
JOR_2009.L191,7,7,effects problems challenges desertificationclimate_changeterrorism poverty,pandemics,proliferation weapons,health
MDA_2009.L73,4,4,crises first flu,pandemic,centuryclimate_changecore deliberations united nations revealing,health
MNE_2009.L67,6,6,crisis related food energy crisesclimate_changeflu,pandemic,economic social growth,health
PNG_2009.L955,9,9,see evidenceclimate_changeinundation coastal areas increase,malaria,,health
ROU_2009.L544,8,8,demanding interconnected issuesclimate_changepoverty food security,health,energy,health
SVN_2009.L235,9,9,food crisisclimate_changeenergy crisis spreading infectious,diseases,,health
TUV_2009.L577,7,7,shocks highly vulnerable impactsclimate_changeleast vulnerable,disease,outbreaks however,health
VCT_2009.L855,2,2,world,health,assembly global reachclimate_changemerit 09-53165 meaningful,health
VNM_2009.L414,1,1,,pandemics,climate_change including issues discussedclimate_changeconference copenhagen,health
ATG_2010.L217,9,9,poverty conflictsglobal_warmingeconomic financial crisis migration,pandemics,,health
CAN_2010.L717,6,6,travel together matters interests interconnectedclimate_changehealth,pandemic,threats course economy,health
CHL_2010.L667,7,7,jurisdictions attempts effectively tackleglobal_warmingnatural disasters,health,emergencies hunger,health
CYP_2010.L925,6,6,challenges faced international community increasingclimate_changepoverty,malnutrition,lack access basic,health
GHA_2010.L271,6,6,countries region also grappling problemsclimate_changehigh,disease,burden poor infrastructure,health
JAM_2010.L91,8,8,affected interdependence impactclimate_changeshows live canopy,diseases,can,health
LCA_2010.L1425,4,4,participation air transport,health,bodiesclimate_changediscussions including international civil aviation,health
MMR_2010.L519,2,2,response,pandemic,diseases region issueclimate_changebecome pressing global,health
MMR_2010.L519,3,3,response pandemic,diseases,region issueclimate_changebecome pressing global challenge,health
ROU_2010.L74,9,9,often interrelatedclimate_changeexacerbates food energy insecurity,health,,health
RUS_2010.L993,9,9,valid challengesclimate_changeenergy food security fight,diseases,,health
SWE_2010.L1243,7,7,way globalized world problemsclimate_changenatural disasters,disease,drugs terrorism,health
TTO_2010.L631,4,4,concern global public,health,issueclimate_changesay trinidad tobago small island,health
TUR_2010.L449,6,6,gravest threats four interconnected problemsglobal_warmingclimate_change,epidemics,food security recent,health
VCT_2010.L1075,2,2,world,health,assembly global reachclimate_changemerit meaningful participation,health
VNM_2010.L329,9,9,put scourgeclimate_changefood insecurity natural disasters,pandemics,,health
YEM_2010.L1043,2,2,combat,epidemics,natural disasters challengesclimate_changepiracy high seas,health
BHR_2011.L621,6,6,imperative member states cooperate issuesclimate_changeinternational,health,drought poverty alleviation,health
BLZ_2011.L214,3,3,now rivals,mortality,communicable diseasesgreenhousegas emissions continue fuel,health
BRB_2011.L972,1,1,,pandemics,hiv aids non-communicable diseasesclimate_changegrowth illicit,health
CHL_2011.L187,9,9,deal effectivelyglobal_warmingenvironmental protection natural disasters,health,,health
GRC_2011.L107,9,9,cooperation tacklingclimate_changedesertification also challenge non-communicable,diseases,,health
ISL_2011.L179,6,6,can help fuel green revolutionrenewable_energymarine,health,sustainable use land,health
ISL_2011.L288,3,3,deeply protective,health,oceans todayclimate_changethreatens place fisheries world,health
ISL_2011.L300,6,6,speak acidification oceans resulting humancarbon_emissionsaffecting,health,marine environment especially,health
