docname,from,to,pre,keyword,post,pattern
AUT_1988.L2392,54,54,world meteorological organization international council scientific unionscarbon_dioxideemissions reflects grave concern climatic changes hope elaboration protocol control redaction nitrogen oxide emissions take us another important step forward implementation convention long-range transboundary,air_pollution,primary task perform pragmatic efficient,health
SWE_1988.L722,39,39,planet among environmental degradation dramatic large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable resultgreenhouseeffect life-giving resources destroyed erosion desertification devastation forests people's,health,increasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources brought poverty industrial,health
FIN_1989.L599,57,57,apparent widely recognized problemclimate_changeindustrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called greenhouse effect climate earth increasing presence substances atmosphere cause acid rain direct dangers,health,therefore hardly,health
FIN_1989.L614,42,42,apparent widely recognized problem climate_change industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-calledgreenhouseeffect climate earth increasing presence substances atmosphere cause acid rain direct dangers,health,therefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric,health
JPN_1989.L2211,27,27,global damage weald irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destruction,health,planet gravely threatenedglobal_warmingdestruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together generation solemn responsibility preserve natural,health
LBY_1989.L2164,25,25,major concern us world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition serious,air_pollution,desertification soil erosion depletion forestsgreenhouseeffect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming outsiders dump materials collective responsibility,health
DEU_1990.L2661,44,44,use resources recycling materials must made worthwhile companies squandering energy resources another key problem changing world climategreenhouseeffect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solved,air_pollution,extinction species erosion increase dramatically reduce chances survival future generations federal republic germany signatory hague,health
ATG_1991.L898,13,13,view antarctica brought umbrella control united nations antarctica important barometer earth's environmental,health,significant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tiltcarbon_dioxideimbalance atmosphere drill larger holes earth's protective ozone layer precipitate global_warming rise sea level,health
ATG_1991.L909,2,2,environmental,health,significant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt carbon_dioxide imbalance atmosphere drill larger holes earth's protective ozone layer precipitateglobal_warmingrise sea level,health
BTN_1991.L1109,39,39,self-interest necessary corollary responsible stewardship world's resources far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signsgreenhouseeffect depletion ozone layer include climatic changes increase certain,health,problems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains pressures environment picture,health
CAN_1991.L1807,48,48,governments many developed countries slide towards two solitudes rich poor true canada worriedclimate_changeworried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring,nutrition,eradicating disease top priorities inextricably linked environment recognise find solutions one,health
CAN_1991.L1807,50,50,developed countries slide towards two solitudes rich poor true canada worriedclimate_changeworried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicating,disease,top priorities inextricably linked environment recognise find solutions one,health
NZL_1992.L308,1,1,,disease,malnutrition crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicalsclimate_changeoverfishing seas,health
NZL_1992.L308,2,2,disease,malnutrition,crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicalsclimate_changeoverfishing seas put,health
ATG_1993.L562,23,23,abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island statesclimate_changeglobal_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy,health
ATG_1993.L563,22,22,quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_changeglobal_warmingsea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy,health
ATG_1993.L568,17,17,atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effectsclimate_changeglobal_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy,health
ATG_1993.L569,16,16,altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_changeglobal_warmingsea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy,health
BHS_1995.L178,26,26,charter determined save succeeding generations scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorance,disease,threat nuclear annihilation consequencesglobal_warminggood enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary ensure stable secure viable future question now,health
FJI_1995.L2113,14,14,new commitments attach developing countries given overriding priority remain combatting poverty recognizing present,health,world's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emissiongreenhousegases fiji welcomes successful completion united nations conference straddling fish stocks highly migratory fish stocks,health
