docname,from,to,pre,keyword,post,pattern
AUT_1988.L2392,74,74,montreal protocol substances deplete ozone layer signed recently austria also hosted several high-ranking scientific meetings auspices united nations environmental programme world meteorological organization international council scientific unionscarbon_dioxideemissions reflects grave concern climatic changes hope elaboration protocol control redaction nitrogen oxide emissions take us another important step forward implementation convention long-range transboundary,air_pollution,primary task perform pragmatic efficient day-to-day work however preclude vision future must combine forces order jointly master challenges future therefore like end statement appropriate lines,health
BRB_1988.L748,20,20,cause frequent havoc asia caribbean threats come nature beyond control irresponsible criminal pollution land sea air now places jeopardy,health,livelihood citizens many developing states matter special concern us caribbean dependent economies upon ocean scientific research continues reveal pernicious threats environment threaten existence human race need mention done others so-calledgreenhouseeffect atmospheric pollutants depletion ox e layer demand urgent attention world community causes problems diverse problems however degree reflect insensitivity fragile,health
GBR_1988.L194,2,2,us,health,planet whole present transformation good resources better used benefit mankind elements leading progressive pollution land sea air already disruption natural patterns damage ozone layer first identified british antarctic survey 1985 caused instant international alarm concern already led agreement limit production certain industrial chemicals possibility climatic change caused increasegreenhousegases leading global,health
SWE_1988.L722,59,59,armed conflicts afflict people brutal shockingly palpable way however kinds threats develop slowly less spectacularly time come constitute danger entire planet among environmental degradation dramatic large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable resultgreenhouseeffect life-giving resources destroyed erosion desertification devastation forests people's,health,increasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources brought poverty industrial pollution waste resources least field energy impact man environment may reached threshold unknown environmental disasters united nations unique position rally,health
BRB_1989.L312,8,8,population soul-destroying sickness apartheid south africa lingering,disease,racial intolerance prejudice many countries world discord conflict middle east smouldering embers strife south east asia question struggle economic advancement social development non-industrialised nations world one urgent consuming priorities international life today current international problems debt protectionism net reverse flew financial resourcesglobal_warmingthreats earth's ozone layer creeping deserts pollution forms environmental,health
FIN_1989.L599,77,77,determined population policies translated national population plans spelled world population plan action pursued vigorously regard protection environment problem lately become apparent widely recognized problemclimate_changeindustrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called greenhouse effect climate earth increasing presence substances atmosphere cause acid rain direct dangers,health,therefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric pollution aspects including climatic change,health
FIN_1989.L614,62,62,determined population policies translated national population plans spelled world population plan action pursued vigorously regard protection environment problem lately become apparent widely recognized problem climate_change industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-calledgreenhouseeffect climate earth increasing presence substances atmosphere cause acid rain direct dangers,health,therefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric pollution aspects including climatic change view effective strategies policies developed international community soon possible fields relating environment major undertaking requires,health
JPN_1989.L2211,47,47,mobilizing financial human resources fields hand demonstrated dramatic expansion economic activity outgrowth scientific advance proceed way destroy balance planet's ecosystem global damage weald irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destruction,health,planet gravely threatenedglobal_warmingdestruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together generation solemn responsibility preserve natural beauty around us rebuild healthy global environment secure future coming generations protection natural environment enable people regardless live lead comfortable,health
LBY_1989.L2164,45,45,approach continue resign existing relationships mean given hope talking world economy leads another closely related issues question global environment also major concern us world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition serious,air_pollution,desertification soil erosion depletion forestsgreenhouseeffect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming outsiders dump materials collective responsibility protect environment surely calls huge collective efforts sporadic efforts sufficient achieve goals field threshold twenty-first century history dictates develop potential,health
DEU_1990.L2661,64,64,ecological disaster us industrial countries must change way life governments can help offering market incentives regulation redistributing tax burdens environment-friendly use resources recycling materials must made worthwhile companies squandering energy resources another key problem changing world climategreenhouseeffect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solved,air_pollution,extinction species erosion increase dramatically reduce chances survival future generations federal republic germany signatory hague declaration spring 1989 regards decisions taken paris economic summit july 1989 political basis international convention protect earth's atmosphere convention signed,health
FIN_1990.L427,98,98,policies reduce emissionscarbon_dioxidesubstances direct impact climate earth whole decades governments rallied idea development development interpreted largely combination growth change sometimes maybe growth gross national product today know comprehensive concept needed welcome combined emphasis environmental protection development preparations 1992 conference long run one possible without welcome emphasis human development lead freedom,disease,ignorance,health
