docname,from,to,pre,keyword,post,pattern
AUT_1988.L2392,49,49,scientific unionscarbon_dioxideemissions reflects grave concern climatic changes hope elaboration protocol control redaction nitrogen oxide emissions take us another important step forward implementation convention long-range transboundary,air_pollution,,health
SWE_1988.L722,34,34,large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable resultgreenhouseeffect life-giving resources destroyed erosion desertification devastation forests people's,health,increasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation,health
FIN_1989.L614,37,37,industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-calledgreenhouseeffect climate earth increasing presence substances atmosphere cause acid rain direct dangers,health,therefore hardly surprise witnessed increasing international activity field several initiatives taken launch,health
JPN_1989.L2211,22,22,past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destruction,health,planet gravely threatenedglobal_warmingdestruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together,health
LBY_1989.L2164,20,20,unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition serious,air_pollution,desertification soil erosion depletion forestsgreenhouseeffect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming,health
DEU_1990.L2661,39,39,made worthwhile companies squandering energy resources another key problem changing world climategreenhouseeffect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solved,air_pollution,extinction species erosion increase dramatically reduce chances survival future generations,health
ATG_1991.L898,8,8,united nations antarctica important barometer earth's environmental,health,significant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tiltcarbon_dioxideimbalance atmosphere drill larger holes earth's protective ozone layer,health
BTN_1991.L1109,34,34,world's resources far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signsgreenhouseeffect depletion ozone layer include climatic changes increase certain,health,problems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation,health
CAN_1991.L1807,43,43,towards two solitudes rich poor true canada worriedclimate_changeworried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring,nutrition,eradicating disease top priorities inextricably linked,health
CAN_1991.L1807,45,45,solitudes rich poor true canada worriedclimate_changeworried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicating,disease,top priorities inextricably linked,health
ATG_1993.L562,18,18,emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island statesclimate_changeglobal_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace,health
ATG_1993.L563,17,17,atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_changeglobal_warmingsea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace,health
ATG_1993.L568,12,12,consequences forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effectsclimate_changeglobal_warming sea-level rise reduce small island states like mine zero existence stake peace,health
ATG_1993.L569,11,11,forecast earth's climate biodiverse flora fauna agriculture living animals human,health,well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_changeglobal_warmingsea-level rise reduce small island states like mine zero existence stake peace,health
BHS_1995.L178,21,21,scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorance,disease,threat nuclear annihilation consequencesglobal_warminggood enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary ensure stable,health
FJI_1995.L2113,9,9,given overriding priority remain combatting poverty recognizing present,health,world's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emissiongreenhousegases fiji welcomes successful completion united nations conference straddling fish,health
JPN_1995.L152,15,15,geneva approach end twentieth century billion people living absolute poverty billion receive even basic,health,care needless say remain increasingly grave problems environmental degradation includingglobal_warmingdeforestation marine pollution united nations universal international organization exists cope grave problems ensure international community enjoys,health
