,Year,intersection,health,climate
0,2011,0.4,11.8,8.8
1,2012,0.1,8.2,6.1
2,2013,0.2,9.6,6.3
3,2014,0.058823529411764705,4.823529411764706,2.6470588235294117
4,2015,0.07142857142857142,7.642857142857143,7.357142857142857
5,2016,0.0,5.181818181818182,3.5454545454545454
6,2017,1.8333333333333333,4.0,6.0
7,2018,0.9166666666666666,10.916666666666666,6.25
8,2019,0.75,13.166666666666666,6.166666666666667
9,2020,2.0,27.555555555555557,9.222222222222221
10,2021,2.769230769230769,26.0,13.076923076923077
11,2022,5.611111111111111,48.833333333333336,32.72222222222222
