,Year,intersection,health,climate
0,2011,0.5,18.5,12.357142857142858
1,2012,0.5,20.142857142857142,11.5
2,2013,0.5294117647058824,20.176470588235293,14.235294117647058
3,2014,0.6666666666666666,29.714285714285715,12.238095238095237
4,2015,0.36363636363636365,11.090909090909092,6.136363636363637
5,2016,0.10526315789473684,11.578947368421053,3.263157894736842
6,2017,0.1,12.0,4.0
7,2018,0.125,13.5625,5.0625
8,2019,0.2857142857142857,10.214285714285714,4.142857142857143
9,2020,0.2,18.2,9.6
10,2021,1.15,36.3,11.75
11,2022,1.0952380952380953,34.23809523809524,20.047619047619047
