,Sector,Climate,Health,Intersection,Year
0,Alternative Energy,1.0,1.0,0.0,2021
1,Beverages,0.57,0.4,0.17,2021
2,Chemicals,0.89,1.0,0.11,2021
3,Construction & Materials,0.87,0.87,0.4,2021
4,Diversified,0.9,0.88,0.38,2021
5,Financial Services,1.0,0.67,0.22,2021
6,Food Producers,1.0,1.0,0.59,2021
7,General Industrials,0.59,0.89,0.19,2021
8,Health Care Equipment & Ser...,0.0,0.75,0.0,2021
9,Industrial Transportation,1.0,0.67,0.67,2021
10,Mobile Telecommunications,1.0,1.0,0.0,2021
11,Not Applicable,1.0,1.0,0.0,2021
12,Oil & Gas Producers,1.0,1.0,0.62,2021
13,Personal Goods,1.0,0.95,0.5,2021
14,Software & Computer Services,0.0,1.0,0.0,2021
15,Support Services,0.09,0.73,0.09,2021
16,Technology Hardware & Equip...,0.0,1.0,0.0,2021
17,Travel & Leisure,0.5,0.5,0.0,2021
