,Year,intersection,health,climate
0,2011,0.1,31.2,14.4
1,2012,0.5882352941176471,18.470588235294116,8.058823529411764
2,2013,0.5625,30.125,11.6875
3,2014,0.5789473684210527,25.63157894736842,5.631578947368421
4,2015,0.5652173913043478,33.47826086956522,7.913043478260869
5,2016,0.5555555555555556,17.22222222222222,6.777777777777778
6,2017,0.4666666666666667,32.666666666666664,9.0
7,2018,0.35294117647058826,26.11764705882353,13.176470588235293
8,2019,0.7058823529411765,25.647058823529413,10.117647058823529
9,2020,0.23529411764705882,31.58823529411765,10.588235294117647
10,2021,1.125,38.208333333333336,11.916666666666666
11,2022,1.1851851851851851,33.407407407407405,10.925925925925926
