docname,from,to,pre,keyword,post,pattern
Australia-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-UNGC_COP_-_International_SOS_-17.pdf?1507163431.L4405,16,16,based media aim reduce electricity consumption maintaining air conditioning systems energy efficient general recommended indoor,temperature,reminding employees switch lights leave workplace meeting room use lights necessary also enc ourage use energy saving lighting systems medical waste management measures reduce medical waste procedures place facilities ensure waste disposal pose risk public_health en vironmental practices protecting environment international sos environmental sustainability statement international sos aims embed sustainability,temperature
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L147,55,55,increasing globalisation increasing international mobility security threats can affect anyone geopolitical changes increase instability digitalisation revolutionising services sustainability us philosophy sustainability governance material topics goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners suppliers living principles practices business continuity data privacy protection cyber security business integrity transparency ethics environmental impacts operations duty care international,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L149,53,53,increasing globalisation increasing international mobility security threats can affect anyone geopolitical changes increase instability digitalisation revolutionising services sustainability us philosophy sustainability governance material topics goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners suppliers living principles practices business continuity data privacy protection cyber security business integrity transparency ethics environmental impacts operations duty care international sos foundation,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L161,41,41,geopolitical changes increase instability digitalisation revolutionising services sustainability us philosophy sustainability governance material topics goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners suppliers living principles practices business continuity data privacy protection cyber security business integrity transparency ethics environmental impacts operations duty care international sos foundation report gri,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L522,68,68,busy embedding new standards behaviours within organisation worldwide sincerely arnaud vaissié co-founder chairman chief executive cer 4internationalsos.com world international sos international sos international sos group companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery help clients meet compliance reporting needs good governance partnering us,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L529,61,61,busy embedding new standards behaviours within organisation worldwide sincerely arnaud vaissié co-founder chairman chief executive cer 4internationalsos.com world international sos international sos international sos group companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery help clients meet compliance reporting needs good governance partnering us organisations can ful l duty care responsibilities,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L540,50,50,embedding new standards behaviours within organisation worldwide sincerely arnaud vaissié co-founder chairman chief executive cer 4internationalsos.com world international sos international sos international sos group companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery help clients meet compliance reporting needs good governance partnering us organisations can ful l duty care responsibilities empowering business resilience continuity sustainability founded international sos group privately,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3161,69,69,crisis trainings efforts support several sdgs progress started completed international sos sustainability report 18internationalsos.com international sos sustainability report worldwide reach human touch 19protecting saving lives business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery 20internationalsos.com patient care client satisfaction quality assistance help organisations develop,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3169,61,61,crisis trainings efforts support several sdgs progress started completed international sos sustainability report 18internationalsos.com international sos sustainability report worldwide reach human touch 19protecting saving lives business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery 20internationalsos.com patient care client satisfaction quality assistance help organisations develop grow protect human capital work life now future,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3180,50,50,trainings efforts support several sdgs progress started completed international sos sustainability report 18internationalsos.com international sos sustainability report worldwide reach human touch 19protecting saving lives business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery 20internationalsos.com patient care client satisfaction quality assistance help organisations develop grow protect human capital work life now future ensuring members receive quality care assistance utmost priority global quality,extreme_weather
