docname,from,to,pre,keyword,post,pattern
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L147,15,15,evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L149,13,13,evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L161,1,1,,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L529,21,21,health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L540,10,10,security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3169,21,21,health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3180,10,10,security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology,extreme_weather
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L11233,16,16,attest commitment sustainability sociedade x health institution publish inventory emissions,greenhouse,gases took reference yea r,greenhouse
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L11291,3,3,corporate inventories,greenhouse,gases emissions co untry aware environmental impacts health se ctor,greenhouse
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L12728,1,1,,climate_change,among contributions sociedade collaborated preparation document pointed solutions prevent health,climate_change
Denmark-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-CR_Report13_14.pdf?1415878767.L1224,17,17,partnerships improve conditions intimate healthcare stakeholders emerging markets scope according,greenhouse,gas protocol quantitative target,greenhouse
Japan-SEP-2015-SEP-HealthCareEquipment&Ser...-SEP-AnnualReport15_Sustainability_E.pdf?1444358562.L4116,20,20,particular health topics subarachnoid hemorrhages one causes cerebral aneurysms body,temperature,prevention,temperature
Japan-SEP-2015-SEP-HealthCareEquipment&Ser...-SEP-AnnualReport15_Sustainability_E.pdf?1444358562.L5002,18,18,61ehs management employee health safety developing environmentally-friendlyand safe productsinitiatives deal,climate_change,effective use resources,climate_change
Japan-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-terumo_sus_en1007.pdf?1475819550.L4327,10,10,via falloposcopic tuboplasty ft hemorrhages one causes cerebral aneurysms,temperature,health body temperature health falls elderly people uses websites provide,temperature
Japan-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-terumo_sus_en1007.pdf?1475819550.L4327,13,13,tuboplasty ft hemorrhages one causes cerebral aneurysms temperature health body,temperature,health falls elderly people uses websites provide society,temperature
Japan-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-terumo_sus_en1007.pdf?1475819550.L4330,7,7,ft hemorrhages one causes cerebral aneurysms,temperature,health body temperature health falls elderly people uses websites provide,temperature
Japan-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-terumo_sus_en1007.pdf?1475819550.L4330,10,10,ft hemorrhages one causes cerebral aneurysms temperature health body,temperature,health falls elderly people uses websites provide society large various,temperature
Kenya-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-AAR_Communication_of_sustainability11.pdf?1331218912.L3419,19,19,celebrations trees health can meet challenges face œ economic crisis,climate_change,rising cost,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L77,9,9,countries aar presence acknowledged serious impac t global,climate_change,countries health well-being signing december united nations global compact water,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L319,8,8,insufficient access safe water led join kenya,climate_change,working gro health thematic component december sign united nations glo,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L3833,6,6,boards trust advisory committees kenya,climate_change,working group kccwg sitting health thematic ruarka uhai neema hospital,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L5406,5,5,beckmann trust joins kenya,climate_change,work ing group kccwg sits health thematic group constitutes v,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L5414,21,21,health sector health thematic group technical arm kccwg matters concerning,climate_change,,climate_change
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L5416,19,19,health sector health thematic group technical arm kccwg matters concerning,climate_change,health kenya,climate_change
