,Year,intersection,health,climate
0,2011,0.9523809523809523,25.476190476190474,13.857142857142858
1,2012,1.3103448275862069,30.93103448275862,16.24137931034483
2,2013,0.6086956521739131,26.782608695652176,12.347826086956522
3,2014,1.7419354838709677,39.806451612903224,16.129032258064516
4,2015,1.037037037037037,33.111111111111114,12.481481481481481
5,2016,0.5909090909090909,33.45454545454545,12.954545454545455
6,2017,0.36363636363636365,22.636363636363637,9.409090909090908
7,2018,0.7916666666666666,29.166666666666668,11.708333333333334
8,2019,0.625,35.416666666666664,9.875
9,2020,1.1764705882352942,34.88235294117647,11.235294117647058
10,2021,2.730769230769231,93.3076923076923,22.653846153846153
11,2022,3.7142857142857144,69.19047619047619,36.0
