,Year,intersection,health,climate
0,2011,0.3482142857142857,19.5,5.044642857142857
1,2012,0.2765957446808511,21.851063829787233,6.0638297872340425
2,2013,0.3467741935483871,21.475806451612904,4.629032258064516
3,2014,0.32456140350877194,15.552631578947368,4.412280701754386
4,2015,0.1111111111111111,16.76068376068376,3.58974358974359
5,2016,0.24166666666666667,18.55,5.275
6,2017,0.15217391304347827,14.855072463768115,4.297101449275362
7,2018,0.6165413533834586,19.81203007518797,6.3007518796992485
8,2019,0.3644067796610169,27.415254237288135,6.245762711864407
9,2020,0.5476190476190477,23.753968253968253,7.928571428571429
10,2021,0.9689655172413794,29.189655172413794,7.437931034482759
11,2022,0.9556786703601108,23.26038781163435,7.914127423822714
