docname,from,to,pre,keyword,post,pattern
SWE_1988.L732,21,21,environmental degradation dramatic large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable result,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people'shealthincreasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources brought poverty industrial pollution waste,climate
FIN_1989.L627,3,3,recognized problem,climate_change,industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called greenhouse effect climate earth increasing presence substances atmosphere cause acid rain direct dangershealththerefore hardly surprise witnessed,climate
FIN_1989.L627,18,18,recognized problem climate_change industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called,greenhouse,effect climate earth increasing presence substances atmosphere cause acid rain direct dangershealththerefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric pollution aspects,climate
JPN_1989.L2207,33,33,planet's ecosystem global damage weald irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destructionhealthplanet gravely threatened,global_warming,destruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together generation solemn responsibility,climate
LBY_1989.L2158,35,35,environment also major concern us world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition seriousair_pollutiondesertification soil erosion depletion forests,greenhouse,effect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming outsiders dump materials,climate
DEU_1990.L2676,16,16,recycling materials must made worthwhile companies squandering energy resources another key problem changing world climate,greenhouse,effect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solvedair_pollutionextinction species erosion increase dramatically reduce chances survival future generations federal republic germany signatory hague declaration spring,climate
ATG_1991.L880,59,59,earth's environmentalhealthsignificant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt carbon dioxide imbalance atmosphere drill larger holes earth's protective ozone layer precipitate,global_warming,,climate
BTN_1991.L1119,21,21,corollary responsible stewardship world's resources far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signs,greenhouse,effect depletion ozone layer include climatic changes increase certainhealthproblems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains pressures environment picture unbelievably bleak,climate
CAN_1991.L1826,12,12,developed countries slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuringnutritioneradicating disease top priorities inextricably linked environment recognise find solutions one set problems,climate
CAN_1991.L1828,10,10,slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicatingdiseasetop priorities inextricably linked environment recognise find solutions one set problems,climate
NZL_1992.L278,59,59,planet povertydiseasemalnutrition crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,,climate
NZL_1992.L279,58,58,planet poverty diseasemalnutritioncrippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,overfishing,climate
ATG_1993.L554,37,37,world unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states,climate_change,global_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate
ATG_1993.L554,38,38,unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change,global_warming,sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate
ATG_1993.L554,43,43,toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects,climate_change,global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate
ATG_1993.L554,44,44,emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_change,global_warming,sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate
BHS_1995.L173,34,34,emerge framers charter determined save succeeding generations scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorancediseasethreat nuclear annihilation consequences,global_warming,good enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary ensure stable secure viable future,climate
FJI_1995.L2096,46,46,present time new commitments attach developing countries given overriding priority remain combatting poverty recognizing presenthealthworld's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emission,greenhouse,gases fiji welcomes successful completion united nations conference straddling fish stocks highly migratory,climate
JPN_1995.L141,39,39,world today secretary-general boutros boutros-ghali pointed recent statement geneva approach end twentieth century billion people living absolute poverty billion receive even basichealth_careneedless say remain increasingly grave problems environmental degradation including,global_warming,deforestation marine pollution united nations universal international organization exists cope grave problems ensure international community enjoys peace prosperity thus necessary,climate
LUX_1995.L970,37,37,reaching changes occurred growing globalization problems review take cognizance fact countries faced new phenomena often diverse alike reaching beyond national borders thinking inter aliahealthproblems aids environmental problems depletion ozone layer,global_warming,also social phenomena population growth pressure migration problem refugees violations human rights trans-border issues increasing concern drug trafficking new forms violence crime,climate
GBR_1996.L802,45,45,help must primarily targeted creating growth equity developing human resources full potential giving priority needs poorhealtheducation clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forests pandemic diseases development ignores sustainable united nations central forum,climate
GBR_1996.L824,25,25,human resources full potential giving priority needs poor health education clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forestspandemicdiseases development ignores sustainable united nations central forum focusing attention action governments civil society challenges enter next century next year's general assembly special session review rio,climate
SLB_1996.L638,47,47,designed maximize rural community participation planning decision-making overseas development assistance therefore directed needed fosteringpublic_healthliteracy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic education health development plans several weeks ago internet,climate
SLB_1996.L662,25,25,development assistance therefore directed needed fostering public_health literacy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic educationhealthdevelopment plans several weeks ago internet reached solomon islands personal computers growing number secondary schools possibility lap-top computers hands teachers students give new hope country's future,climate
AUT_1998.L1781,8,8,development developed countries prepared take lead combating,climate_change,european community member states determined translate commitments made kyoto concrete actions achievements context sustainable development population issues particular concern directly relate humanhealthquality life coming decades population size age structure important,climate
TTO_1998.L1176,31,31,private citizens context welcome establishment united nations fund international partnerships strengthen partnerships support united nations projects deliver resources programmes peoples served united nations agencies approval grants projects broad categories children'shealthenvironment,climate_change,women population food security drug control poverty alleviation landmines contribute significantly pursuit goals united nations establishment fund testimony can achieved shared vision commitment principles ideals organization urge optimum,climate
FRA_1999.L914,5,5,biodiversity desertification kyoto protocol,climate_change,current negotiations protocol biosafety attest importance achievements uncertain future climates recurrence natural catastrophes urge us make efforts earth fragile human species spread new epidemics endangershealthentire populations inequalities development exacerbate scourges,climate
MHL_1999.L298,3,3,deeply concerned,climate_change,devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather climate_change however extreme events observed recent years indications expected climate_change climate_changediseaseobserving symptoms pacific experienced,climate
MHL_1999.L298,13,13,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence,climate_change,us now must stressed bad weather climate_change however extreme events observed recent years indications expected climate_change climate_changediseaseobserving symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook,climate
MHL_1999.L298,20,20,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather,climate_change,however extreme events observed recent years indications expected climate_change climate_changediseaseobserving symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook islands become wetter fiji tonga become drier,climate
MHL_1999.L298,29,29,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather climate_change however extreme events observed recent years indications expected,climate_change,climate_changediseaseobserving symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook islands become wetter fiji tonga become drier samoa difference daytime night-time temperatures decreased southern cook islands,climate
MHL_1999.L422,12,12,follow suit taking steps limit already small emissions part effort develop,renewable_energy,sector regard pleased inform assembly government approved solar energy policy first stage project install solar panels outer islandhealthcentres one high schools support united nations trust fund new renewable sources energy,climate
USA_1999.L532,41,41,struggling rise held burden debt g-7 nations adopted plan reduce per cent outstanding debt world's poorest countries freeing resources educationhealthgrowth us developed developing countries alike take action now halt global,climate_change,fighting poverty great deal vulnerable members human family hurt first hurt rising temperatures devastate agriculture accelerate spread disease,climate
USA_1999.L562,13,13,health growth us developed developing countries alike take action now halt global,climate_change,fighting poverty great deal vulnerable members human family hurt first hurt rising temperatures devastate agriculture accelerate spreaddiseasetropical countries flood island nations mean developing countries must sacrifice growth protect environment absolutely,climate
