,Year,intersection,health,climate
0,2012,0.0,3.0,0.0
1,2013,0.0,2.0,0.0
2,2014,0.0,5.428571428571429,0.7142857142857143
3,2015,0.09090909090909091,8.909090909090908,4.2727272727272725
4,2016,0.15384615384615385,10.0,8.615384615384615
5,2017,0.32,5.44,6.4
6,2018,0.42857142857142855,8.857142857142858,8.178571428571429
7,2019,0.29411764705882354,11.147058823529411,9.058823529411764
8,2020,0.2727272727272727,5.863636363636363,2.909090909090909
9,2021,0.5135135135135135,10.08108108108108,4.054054054054054
10,2022,0.5588235294117647,14.264705882352942,7.882352941176471
