,Year,intersection,health,climate
0,2011,0.3157894736842105,23.07894736842105,2.1052631578947367
1,2012,0.18333333333333332,31.9,1.8166666666666667
2,2013,0.4430379746835443,39.278481012658226,2.4050632911392404
3,2014,0.9420289855072463,32.56521739130435,2.3333333333333335
4,2015,0.4411764705882353,41.029411764705884,2.911764705882353
5,2016,0.36363636363636365,28.714285714285715,2.207792207792208
6,2017,0.36363636363636365,36.42045454545455,3.0568181818181817
7,2018,0.9620253164556962,52.21518987341772,4.544303797468355
8,2019,0.7682926829268293,52.707317073170735,4.304878048780488
9,2020,1.1097560975609757,50.59756097560975,4.902439024390244
10,2021,2.1338582677165356,71.5275590551181,8.32283464566929
11,2022,3.3333333333333335,71.31884057971014,10.992753623188406
