,Year,intersection,health,climate
0,2011,0.534466477809254,17.998111425873464,8.584513692162417
1,2012,0.3618817852834741,14.43848009650181,6.294933655006031
2,2013,0.3981042654028436,14.304502369668246,6.372037914691943
3,2014,0.38204833141542005,14.76409666283084,6.641542002301496
4,2015,0.34044768349817806,13.5512753774076,5.695471108797501
5,2016,0.4158878504672897,14.316718587746625,6.41588785046729
6,2017,0.47229156265601596,14.249625561657513,6.446330504243635
7,2018,0.4544578313253012,15.59421686746988,6.688674698795181
8,2019,0.5517841601392516,16.059181897302,7.876414273281114
9,2020,0.8166828322017459,19.979631425800193,11.028128031037827
10,2021,1.5006238303181534,30.336556456643795,13.119151590767311
