docname,from,to,pre,keyword,post,pattern
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L138,38,38,goals progress protecting saving lives patient care client satisfaction quality assistance security safetyepidemicspublic health26 mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employee health,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L146,30,30,goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public health26 mobility evolving traveller behaviour non-communicablediseasesmental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L148,28,28,goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public health26 mobility evolving traveller behaviour non-communicable diseases mentalhealthdigitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L150,26,26,goals progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public health26 mobility evolving traveller behaviour non-communicable diseases mental health digitalisationhealthcareassistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L163,15,15,epidemics public health26 mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employeehealthsafety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners suppliers,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L524,41,41,sos group companies business saving lives protecting clients global workforceshealthsecurity threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L531,34,34,sos group companies business saving lives protecting clients global workforces health security threats wherever clients deliver customisedhealthsecurity risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3213,42,42,saving lives business saving lives protecting clients global workforceshealthsecurity threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3221,34,34,saving lives business saving lives protecting clients global workforces health security threats wherever clients might deliver customisedhealthsecurity risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention,climate
Australia-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_Progress_Update20.pdf?1576751067.L412,41,41,sos group companies business saving lives protecting clients global workforceshealthsecurity threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace,climate
Australia-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_Progress_Update20.pdf?1576751067.L419,34,34,sos group companies business saving lives protecting clients global workforces health security threats wherever clients deliver customisedhealthsecurity risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L12937,29,29,among others #j #h- #p#27- #e b 7c gri en29 adherence ghc protocol brazilian program provide transparency attest commitment sustainability sociedade #xhealthinstitution publish inventory emissions,greenhouse,gases took reference yea r base q1 #j0j#h7 #27- #h7'67- #e #iju 5# 7@ l# escola de administração de empresas,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L13002,18,18,#u-76- #d @l# -7 #b #b #8 institute wri aims establish culture dev elopment publication corporate inventories,greenhouse,gases emissions co untry aware environmental impactshealthse ctor besides monitoring emissions sociedade drawing policies implementing actions reduce #67 1'4 #6- l# #'7 7# 7# 7#,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L14677,3,3,cooperate reducing,greenhouse,gases emission promote action among group cities companies power public sociedade global climate_change among contributions sociedade collaborated preparation document pointed solutions preventhealthproblems population related example,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L14677,16,16,cooperate reducing greenhouse gases emission promote action among group cities companies power public sociedade global,climate_change,among contributions sociedade collaborated preparation document pointed solutions preventhealthproblems population related example waste generation air_pollution materiality chapter sustainable management accountability public #4 knowledge innovation excellence,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L14684,9,9,among group cities companies power public sociedade global,climate_change,among contributions sociedade collaborated preparation document pointed solutions prevent health problems population related example waste generationair_pollutionmateriality chapter sustainable management accountability public #4 knowledge innovation excellence,climate
Brazil-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-UHG18_Book_navegavel_-_VF_PORT-ING.pdf?1571679641.L39622,8,8,impact reality awareness actions management aiming reducing,greenhouse,gas emissions gee message president report x ray business education society transparency ethics relationships employees wellbeing innovationhealthplanet financial statements gri content index credits sustainability report,climate
Denmark-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-CR_Report13_14.pdf?1415878767.L1232,30,30,classified phthalates reduction consumption weight phthalates compared revenue continence care business unit urine bags sell phthalate-free build partnerships improve conditions intimatehealthcarestakeholders emerging markets scope according,greenhouse,gas protocol quantitative target relative reductions derived absolute reduction target based weighted amounts production sites distribution centres corporate headquarters,climate
Denmark-SEP-2015-SEP-HealthCareEquipment&Ser...-SEP-CR_Report14_15.pdf?1446627092.L207,41,41,trained clinicians see page new code conduct see page expandedhealthprogramme coloplast life chinese production site see page wome n top management see page new relative,greenhouse,gas waste reduction target see page external review,climate
Denmark-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-CR_Report16_17.pdf?1509622380.L6083,4,4,coloplast therefore purchasing,renewable_energy,certificates electrical consumption production sites ambition electrical consumption production sites hq renewable sources disposal contaminated use must disposed properly due riskinfectionmeans th landfill disposal however,climate
Denmark-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-CR_Report16_17.pdf?1509622380.L7271,11,11,process prioritising activities use guide communication stakeholder groups decision purchase,renewable_energy,certificates testament tha t see page significant changes made assessment improving access high qualityhealthcareethical pre clinical trials removing hazardous chemicals ethical marketing practices responsible sourcing,climate
Denmark-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-CR_Report17_18.pdf?1541074887.L6509,15,15,findings materiality assessment decision process prioritising activities use guide communication stakeholder groups decision purchase,renewable_energy,certificates one example hereof see page improving access high qualityhealthcareethical pre clinical trials removing hazardous chemicals ethical marketing practices responsible sourcing products protecting human rights,climate
Denmark-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-COP_report18.pdf?1557299661.L2270,14,14,roadmap lower energy consumption operations identi ed signi cant risks business adverse impacts,climate_change,identi ed risk climate_change affecting business challenges data management systems environmenthealthsafety ehs organization can unfortunately con rm fullness data shown chapter however focus area work,climate
