,Year,intersection,health,climate
0,2011,0.0,30.466666666666665,2.2
1,2012,0.2631578947368421,29.210526315789473,2.526315789473684
2,2013,0.696969696969697,30.727272727272727,2.242424242424242
3,2014,2.1,45.166666666666664,3.6666666666666665
4,2015,0.8,46.266666666666666,4.2
5,2016,0.7419354838709677,28.838709677419356,3.193548387096774
6,2017,0.11764705882352941,26.441176470588236,5.147058823529412
7,2018,1.2702702702702702,50.648648648648646,7.0
8,2019,0.9523809523809523,41.42857142857143,6.357142857142857
9,2020,0.7659574468085106,37.8936170212766,5.8936170212765955
10,2021,2.1594202898550723,75.2463768115942,9.797101449275363
11,2022,5.136986301369863,79.82191780821918,16.397260273972602
