docname,from,to,pre,keyword,post,pattern
Australia-SEP-2015-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_UNGC_submission15.pdf?1442985430,2934,2934,maintaining air conditioning systems energy efficient general r ecommended indoor,temperature,c remi nding employees switch lights leave workplace use lights,climate
Australia-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-COP_-_International_SOS_-_September_2016.pdf?1474586455,3293,3293,use maintaining air conditioning systems energy efficient general recommended indoor,temperature,c remi nding employees switch lights leave workplace use lights,climate
Australia-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-UNGC_COP_-_International_SOS_-17.pdf?1507163431,4380,4380,consumption maintaining air conditioning systems energy efficient general recommended indoor,temperature,reminding employees switch lights leave workplace meeting room use lights,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,152,152,evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people partners34 access skilled workforce employee,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,541,541,health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,1181,1181,international sos services disaster planning evacuation emergency medical services effects,climate_change,likely continue trend well future businesses consider consequences natural disasters,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,3231,3231,health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,6797,6797,31worldwide reach human touch 31extreme weather conditions see increased impact,extreme_weather,international travel particularly hurricanes tropical storms signi cant level damage,climate
Australia-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_Progress_Update20.pdf?1576751067,330,330,environment made noticeable progress recycling efforts responsible energy consumptions lower,carbon_emission,step embarked effort reduce single-use plastic ces report progress next,climate
Australia-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_Progress_Update20.pdf?1576751067,429,429,health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative,climate
Australia-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_Progress_Update20.pdf?1576751067,923,923,ˇšˇˆ ˆ ˆ ˇˇ ˇ ˇ ˇˆ ˆ ˇnatural disasters,extreme_weather,events international sos supported impacted organisations 2017-2019 natural disasters increasing,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,1133,1133,"#,7- 0- kf sustainability report number examination made millions units",greenhouse,gases direct emission derivative stationary combustion tones co 2e new,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,1184,1184,#1 1# 3# 1# 2- 1# performance see page emission,greenhouse,gases declined last two years sociedade beneficente israelita brasileira albert,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,12901,12901,voluntarily multipliers agents sust ainable practices focus impact everyday activities,climate_change,taken reduce waste raw materials resources food bes ides reduction,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,12942,12942,attest commitment sustainability sociedade #x health institution publish inventory emissions,greenhouse,gases took reference yea r base q1 #j0j#h7 #27- #h7'67-,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,12994,12994,institute wri aims establish culture dev elopment publication corporate inventories,greenhouse,gases emissions co untry aware environmental impacts health se ctor,climate
