docname,from,to,pre,keyword,post,pattern
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L148,8,8,non-communicable diseases mentalhealthdigitalisation healthcare assistance,extreme_weather,conditions,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L150,6,6,non-communicable diseases mental health digitalisationhealthcareassistance,extreme_weather,conditions fuelling clients,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L12937,9,9,sociedade #xhealthinstitution publish inventory emissions,greenhouse,,climate
Japan-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-terumo_sus_en1007.pdf?1475819550.L4341,9,9,body temperaturehealthhttp www.terumo-taion.jp basal body,temperature,,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L77,4,4,impac t global,climate_change,countrieshealthwell-being signing december united nations,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L321,3,3,join kenya,climate_change,working grohealththematic component december sign,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L3842,1,1,,climate_change,working group kccwg sittinghealththematic ruarka,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L5433,6,6,arm kccwg matters concerning climate_changehealthkenya,climate_change,working group kccwg,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L6487,2,2,kenya,climate_change,working group œhealththematic group preamble,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L6492,8,8,group preamble kccwghealththematic group wake,climate_change,kenya,climate
Kenya-SEP-2014-SEP-HealthCareEquipment&Ser...-SEP-AAR_UN_Global_Compact_COP_FY2013.pdf?1401970229.L6712,4,4,looking impact s,climate_change,humanhealthcarry n impact assessment well,climate
Norway-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-Laerdal_Sustainability_Report15_to_May_2016.pdf?1461878368.L3985,8,8,thus safeguarding publichealthsafety since mapping,co2_emissions,resulting,climate
Norway-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-Sustainability_report_May16.pdf?1493372900.L3985,8,8,thus safeguarding publichealthsafety since mapping,co2_emissions,resulting,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L135,2,2,effects,climate_change,risk poses humanhealthcan also contributor,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L389,9,9,respond emerginghealthsocio economic needs brought,climate_change,,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L519,4,4,communities affec ted,climate_change,provisionhealthcareservices underserved areas deepening commitment,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L1122,2,2,affected,climate_change,marginalized accessing qualityhealthcareprojects include conduct,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L1256,2,2,terms,climate_change,mitigation initiatives provisionhealthcareunderserved areas conclusion,climate
Philippines-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2017_Manila_Doctors_Communication_on_Progress_Report.pdf?1536653653.L1300,3,3,countryside impact,climate_change,affected livelihoodhealthcommunities project replicable scalable,climate
Sweden-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-COP_UN_Global_Compact_Molnlycke.pdf?1530603609.L53,2,2,growth,climate_change,driving demands goodhealthwellbeing decent work,climate
United Kingdom-SEP-2019-SEP-HealthCareEquipment&Ser...-SEP-Corporate_Responsibility_Report18.pdf?1553162104.L16520,4,4,recognised accounting methodologies,greenhouse,gashealthsafety reporting enhance comparability second,climate
United State...-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-2017_Sustainability_Report_Europe.pdf?1494243968.L6115,7,7,scarcity adverse effects humanhealthrisks associated,climate_change,21st century,climate
United State...-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2018_Sustainability_Report_Europe.pdf?1530020182.L5256,1,1,,carbon_emissions,clean air improves humanhealthhealthcare industry,climate
United State...-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-2018_Sustainability_Report_Europe.pdf?1530020182.L5325,9,9,illnesses increaseshealthcosts communities customers investing,renewable_energy,,climate
