,Year,intersection,health,climate
0,2011,1.434782608695652,23.52173913043478,15.043478260869565
1,2012,1.1785714285714286,19.357142857142858,10.285714285714286
2,2013,0.4,19.9,8.333333333333334
3,2014,0.7941176470588235,14.264705882352942,7.029411764705882
4,2015,0.5897435897435898,20.205128205128204,7.410256410256411
5,2016,0.7380952380952381,21.214285714285715,9.547619047619047
6,2017,0.7727272727272727,17.25,9.681818181818182
7,2018,0.4722222222222222,11.25,9.416666666666666
8,2019,1.2162162162162162,15.486486486486486,15.162162162162161
9,2020,1.0392156862745099,18.58823529411765,17.725490196078432
10,2021,1.7325581395348837,22.872093023255815,16.38372093023256
11,2022,1.9375,21.510416666666668,22.104166666666668
