,Year,intersection,health,climate
0,2011,0.46153846153846156,28.73076923076923,6.846153846153846
1,2012,0.4925373134328358,21.82089552238806,5.791044776119403
2,2013,0.22772277227722773,22.10891089108911,3.722772277227723
3,2014,0.32608695652173914,14.246376811594203,3.550724637681159
4,2015,0.2222222222222222,16.326797385620914,3.457516339869281
5,2016,0.2712765957446808,12.893617021276595,2.0531914893617023
6,2017,0.29842931937172773,15.738219895287958,3.696335078534031
7,2018,0.22105263157894736,14.757894736842106,2.610526315789474
8,2019,0.2606060606060606,15.030303030303031,2.860606060606061
9,2020,0.72,18.26,4.866666666666666
10,2021,1.0427350427350428,27.299145299145298,6.594017094017094
11,2022,1.262008733624454,29.46288209606987,10.104803493449781
