Year,Climate,Health,Intersection
1970,0,0,0
1971,0,0,0
1972,0,0,0
1973,0,0,0
1974,0,0,0
1975,0,0,0
1976,0,0,0
1977,0,0,0
1978,0,0,0
1979,0,0,0
1980,0,3,0
1981,0,0,0
1982,0,1,0
1983,0,0,0
1984,0,0,0
1985,0,2,0
1986,0,2,0
1987,0,0,0
1988,1,0,0
1989,1,1,0
1990,0,0,0
1991,0,0,0
1992,0,0,0
1993,0,0,0
1994,0,3,0
1995,0,0,0
1996,2,2,0
1997,0,0,0
1998,0,2,0
1999,0,0,0
2000,0,2,0
2001,0,5,0
2002,0,5,0
2003,0,3,0
2004,0,4,0
2005,0,1,0
2006,0,3,0
2007,3,0,0
2008,3,0,0
2009,1,6,0
2010,3,1,0
2011,2,0,0
2012,0,0,0
2013,0,4,0
2014,0,0,0
2015,0,3,0
2016,0,1,0
2017,6,0,0
2018,2,2,0
2019,5,0,0
2020,1,6,1
2021,5,11,2
2022,11,7,5
