,Year,intersection,health,climate
0,2011,1.3442622950819672,26.934426229508198,15.78688524590164
1,2012,0.31313131313131315,15.383838383838384,8.525252525252526
2,2013,0.3404255319148936,18.092198581560282,7.340425531914893
3,2014,0.18831168831168832,13.824675324675324,6.590909090909091
4,2015,0.2542372881355932,15.887005649717514,6.378531073446328
5,2016,0.6802325581395349,16.71511627906977,8.651162790697674
6,2017,0.7789473684210526,18.773684210526316,8.510526315789473
7,2018,0.8492462311557789,20.2964824120603,9.125628140703517
8,2019,0.5362318840579711,20.18840579710145,9.396135265700483
9,2020,0.7783505154639175,26.757731958762886,13.77319587628866
10,2021,1.2568493150684932,33.79109589041096,16.291095890410958
11,2022,1.3147058823529412,30.6,18.79705882352941
