,Year,intersection,health,climate
0,2011,0.32432432432432434,23.675675675675677,2.1621621621621623
1,2012,0.1896551724137931,32.53448275862069,1.8448275862068966
2,2013,0.4375,41.2875,2.4375
3,2014,0.9420289855072463,39.85507246376812,2.420289855072464
4,2015,0.43478260869565216,44.95652173913044,2.869565217391304
5,2016,0.358974358974359,28.128205128205128,2.1538461538461537
6,2017,0.3409090909090909,36.44318181818182,3.0454545454545454
7,2018,0.95,54.525,4.525
8,2019,0.7777777777777778,53.39506172839506,4.407407407407407
9,2020,1.1375,51.8375,5.025
10,2021,2.207692307692308,76.01538461538462,8.253846153846155
