,Year,intersection,health,climate
0,2011,0.5947937131630648,21.141453831041257,9.662573673870334
1,2012,0.39518555667001004,18.005683717820126,7.606151788699432
2,2013,0.46585594013096354,18.96944184596196,7.085749922045525
3,2014,0.45825426944971537,19.908918406072107,7.468058191018343
4,2015,0.42211928199189347,18.3335263462652,6.586855819339895
5,2016,0.5025323579065841,17.767585818795723,6.97129994372538
6,2017,0.5615736998113716,18.347615198059824,7.375101050929668
7,2018,0.5546645282010157,19.576583801122695,7.605987703822508
8,2019,0.6582529076961148,19.927493194753772,9.11111111111111
9,2020,1.0680406549971768,25.178430265386787,12.775550536420102
10,2021,1.7853146853146853,36.452097902097904,15.29125874125874
