,Year,intersection,health,climate
0,2011,1.2857142857142858,29.071428571428573,15.5
1,2012,0.75,19.45,15.3
2,2013,0.7142857142857143,24.523809523809526,12.142857142857142
3,2014,0.7142857142857143,21.857142857142858,14.642857142857142
4,2015,0.8947368421052632,19.57894736842105,12.842105263157896
5,2016,1.7058823529411764,12.941176470588236,11.352941176470589
6,2017,0.6470588235294118,24.352941176470587,12.705882352941176
7,2018,2.4285714285714284,31.38095238095238,15.761904761904763
8,2019,1.5833333333333333,25.166666666666668,16.194444444444443
9,2020,2.9411764705882355,32.6764705882353,20.88235294117647
10,2021,4.686274509803922,71.49019607843137,28.607843137254903
11,2022,6.0,80.74545454545455,44.836363636363636
