,Year,intersection,health,climate
0,2011,0.8181818181818182,19.242424242424242,9.878787878787879
1,2012,0.7297297297297297,13.54054054054054,10.486486486486486
2,2013,0.8333333333333334,14.142857142857142,6.880952380952381
3,2014,0.8541666666666666,16.729166666666668,8.979166666666666
4,2015,0.7777777777777778,19.511111111111113,9.266666666666667
5,2016,0.6379310344827587,15.0,9.017241379310345
6,2017,0.9259259259259259,15.314814814814815,9.351851851851851
7,2018,0.8064516129032258,18.693548387096776,13.0
8,2019,1.208955223880597,21.791044776119403,15.64179104477612
9,2020,2.3035714285714284,26.982142857142858,21.303571428571427
10,2021,3.345679012345679,37.28395061728395,24.938271604938272
11,2022,2.6530612244897958,34.224489795918366,32.89795918367347
