,Year,intersection,health,climate
0,2011,0.0,10.6,1.6
1,2012,0.0,10.0,2.7142857142857144
2,2013,0.3181818181818182,13.681818181818182,3.1818181818181817
3,2014,0.8823529411764706,19.764705882352942,10.294117647058824
4,2015,0.13333333333333333,20.8,2.1333333333333333
5,2016,0.10526315789473684,13.0,2.0526315789473686
6,2017,0.07142857142857142,15.571428571428571,2.2142857142857144
7,2018,0.23529411764705882,19.647058823529413,1.2352941176470589
8,2019,0.8,29.3,2.75
9,2020,0.5,17.15,5.55
10,2021,1.032258064516129,31.774193548387096,8.129032258064516
11,2022,1.0740740740740742,47.370370370370374,15.296296296296296
