docname,from,to,pre,keyword,post,pattern
JPN_1989.L2207,8,8,pace environmental destructionhealthplanet gravely threatened,global_warming,destruction,climate
BHS_1995.L173,9,9,poverty ignorancediseasethreat nuclear annihilation consequences,global_warming,,climate
TTO_1998.L1176,6,6,grants projects broad categories children'shealthenvironment,climate_change,women population food,climate
MHL_1999.L298,4,4,years indications expected,climate_change,climate_changediseaseobserving symptoms pacific experienced number,climate
KGZ_2000.L815,2,2,convention,climate_change,convention long-range transboundaryair_pollutionrotterdam convention prior,climate
PLW_2000.L77,8,8,hunger poverty tuberculosismalariaspread hiv aids,global_warming,environmental,climate
KHM_2002.L750,8,8,menace hiv aidspandemiccurbed poverty alleviated,global_warming,kept,climate
PNG_2003.L720,3,3,environmental degradation,climate_change,hiv aidsmalariapreventable diseases also committed,climate
MUS_2006.L849,3,3,concern impact,global_warming,certain vectorsdiseaseleading proliferation estimated africa,climate
MUS_2006.L860,8,8,many millions casesmalariamosquito-borne diseases result,climate_change,mauritius,climate
AND_2007.L352,6,6,persons countries ones suffer warillnessunderdevelopment,climate_change,affect us us,climate
ATG_2007.L590,8,8,social services areashealtheducation among others,climate_change,global,climate
BWA_2007.L121,6,6,technology end severe global povertydiseasereverse,climate_change,prevent wars alleviate,climate
ISL_2007.L325,6,6,millennium whether relation peace securityhealthpoverty,climate_change,empowerment women key,climate
PRT_2007.L186,7,7,development promoting education decenthealthstandards combating,climate_change,context must,climate
SRB_2007.L774,8,8,poverty organized crimepandemicdiseases harmful consequences,climate_change,global_warming,climate
SRB_2007.L774,9,9,organized crimepandemicdiseases harmful consequences climate_change,global_warming,,climate
UGA_2007.L167,3,3,therefore vulnerable,climate_variability,change vulnerabilityhealthsector also evident frequent,climate
UGA_2007.L182,6,6,cholera typhoid dysentery increased incidencemalariaindeed,climate_change,today constitutes danger,climate
ZMB_2007.L632,8,8,compromised hiv aidspandemicnow adverse effects,climate_change,regard,climate
ZMB_2007.L640,2,2,effects,climate_change,regard hiv aidspandemicgovernment declared national,climate
BWA_2008.L430,8,8,century conflicts povertydiseasenatural man-made disasters,climate_change,energy,climate
ECU_2008.L277,6,6,programmes fight poverty hiv aidsmalariaeffects,climate_change,citizens beginning call,climate
GNQ_2008.L242,1,1,,climate_change,inequality poor access educationhealth_carenew technologies,climate
LCA_2008.L591,2,2,use,climate_change,implications region's foodnutritionsecurity among issues,climate
LVA_2008.L425,7,7,interim main clusters mdgshealtheducation growth,climate_change,united nations,climate
MDG_2008.L381,9,9,resistance cropsdiseaseclimate_change given impact global,climate_change,,climate
NZL_2008.L212,9,9,livelihoods improvinghealtheducation reducing vulnerabilities including,climate_change,,climate
SWZ_2008.L58,2,2,effects,climate_change,complicated diseases tuberculosismalariahiv aids epidemic,climate
TUR_2008.L98,8,8,fight poverty illiteracyepidemicdiseases child mortality,climate_change,still,climate
COG_2009.L158,7,7,children die unnecessarily hungerdiseaseus know,climate_change,abetting scourges,climate
FJI_2009.L87,7,7,economic crisis 2009 h1n1pandemicdramatic phenomenon,climate_change,small economies,climate
FSM_2009.L854,7,7,time war economic hardshipepidemictoday crisis,climate_change,simply time,climate
MDA_2009.L71,6,6,food energy crises first flupandemiccentury,climate_change,core deliberations united,climate
MNE_2009.L69,4,4,food energy crises,climate_change,flupandemiceconomic social growth development politics,climate
PNG_2009.L960,1,1,,climate_change,inundation coastal areas increasemalariadue warming,climate
ROU_2009.L548,2,2,issues,climate_change,poverty food securityhealthenergy migration lack,climate
SVN_2009.L239,2,2,crisis,climate_change,energy crisis spreadinginfectiousdiseases problems may,climate
TUV_2009.L580,3,3,vulnerable impacts,climate_change,least vulnerablediseaseoutbreaks however despite wide,climate
VCT_2009.L851,8,8,compelled participation worldhealthassembly global reach,climate_change,merit,climate
CAN_2010.L719,4,4,matters interests interconnected,climate_change,healthpandemicthreats course economy example nations,climate
CHL_2010.L670,3,3,effectively tackle,global_warming,natural disastershealthemergencies hunger extreme poverty,climate
CYP_2010.L926,4,4,international community increasing,climate_change,povertymalnutritionlack access basic health_care terrorism,climate
GHA_2010.L273,4,4,also grappling problems,climate_change,highdiseaseburden poor infrastructure brain drain,climate
LCA_2010.L1424,6,6,membership effective participation air transporthealthbodies,climate_change,discussions including international,climate
MMR_2010.L515,8,8,control preparedness responsepandemicdiseases region issue,climate_change,become,climate
ROU_2010.L79,1,1,,climate_change,exacerbates food energy insecurityhealthpopulation issues,climate
SWE_2010.L1246,3,3,world problems,climate_change,natural disastersdiseasedrugs terrorism conflicts take,climate
TTO_2010.L626,6,6,principles tackle important concern globalpublic_healthissue,climate_change,say trinidad tobago,climate
VCT_2010.L1071,8,8,compelled participation worldhealthassembly global reach,climate_change,merit,climate
BHR_2011.L623,4,4,states cooperate issues,climate_change,internationalhealthdrought poverty alleviation disarmament non-proliferation,climate
BLZ_2011.L211,7,7,non-communicable diseases now rivalsmortalitycommunicable diseases,greenhouse,gas emissions,climate
CHL_2011.L192,1,1,,global_warming,environmental protection natural disastershealthemergencies hunger,climate
ISL_2011.L181,4,4,fuel green revolution,renewable_energy,marinehealthsustainable use land least gender,climate
ISL_2011.L285,7,7,iceland always deeply protectivehealthoceans today,climate_change,threatens place,climate
MHL_2011.L816,2,2,regard,climate_change,2009 invitation worldhealthorganization taiwan participate,climate
MRT_2011.L127,1,1,,climate_change,mitigating threats famine endemicdiseasewell challenges,climate
PLW_2011.L1075,7,7,fully properly address issueshealthaviation safety,climate_change,unless taiwan,climate
PNG_2011.L180,8,8,governance social justicehealtheducation gender environment,climate_change,disaster,climate
TUV_2011.L371,4,4,economic shocks impacts,climate_change,outbreaksdiseaseincluding non-communicable diseases tuvalu continues,climate
BGD_2012.L796,9,9,poverty hungernutritionglobal food energy security,climate_change,,climate
BWA_2012.L274,2,2,terrorism,climate_change,environmental degradation underdevelopmentpandemicdiseases coupled effects,climate
CPV_2012.L1007,3,3,respond effects,climate_change,improve globalhealthfight terrorism ensure disarmament,climate
FSM_2012.L520,8,8,effects nutrition lifestyleepidemicalso mindful fact,climate_change,magnified,climate
KOR_2012.L41,4,4,global challenges mankind,climate_change,povertydiseaseunderdevelopment terrorism proliferation weapons mass,climate
MLI_2012.L772,9,9,particular areashealtheducation food security environment,climate_change,,climate
BWA_2013.L342,2,2,drought,climate_change,also adverse impactshealthfood security gratifying,climate
CPV_2013.L350,4,4,focused global issues,climate_change,hungermalnutritionvarious forms inequality well importance,climate
BHR_2014.L122,1,1,,climate_change,spread diseases particularly ebolaepidemicwest africa,climate
BRN_2014.L394,1,1,,climate_change,extremism terrorism serious repercussionspandemicdiseases brunei,climate
CHN_2014.L1197,4,4,arrangements international cooperation,climate_change,ebolaepidemicraging african countries sounded alarm,climate
CIV_2014.L346,7,7,ensuring food security continenthealthsector combating,climate_change,also active,climate
