docname,from,to,pre,keyword,post,pattern
ALB_1959,751,751,food medical care every country,diseases,like cancer take lives hundreds,health
ALB_1959,2328,2328,republic 4233 relating control cancerous,diseases,hope humanitarian proposal find widespread,health
AUS_1959,3048,3048,reasons behind menacing problems improved,health,services higher levels nutrition better,health
AUS_1959,3052,3052,improved health services higher levels,nutrition,better standards infant care many,health
AUS_1959,3070,3070,rate decreased due modern public,health,measures reflects effectiveness national united,health
BLR_1959,829,829,means eliminating serious threat lives,health,millions people also first step,health
BLR_1959,1946,1946,mankind's happiness well-being among various,diseases,scourge constant threat man since,health
BLR_1959,1956,1956,since ancient times man fight,disease,united nations authoritative international organization,health
BLR_1959,1992,1992,recommendations purpose promoting international co-operation,health,field diseases threatening man's life,health
BLR_1959,1994,1994,promoting international co-operation health field,diseases,threatening man's life particularly fearsome,health
BLR_1959,2020,2020,encouragement scientific research control cancerous,diseases,mankind becoming increasingly concerned wide,health
BLR_1959,2028,2028,increasingly concerned wide spread cancerous,diseases,medical science uses term cancerous,health
BLR_1959,2034,2034,medical science uses term cancerous,diseases,designate forms malignant tumours including,health
BLR_1959,2047,2047,histological structure know study cancerous,diseases,many questions obscure opinion divided,health
BLR_1959,2059,2059,countries regard cancer terrible fatal,disease,since causes ascertained effective remedies,health
BLR_1959,2069,2069,remedies found statistical data incidence,mortality,cancerous diseases indicate number persons,health
BLR_1959,2071,2071,statistical data incidence mortality cancerous,diseases,indicate number persons dying cancer,health
BLR_1959,2109,2109,throughout world now suffering cancerous,diseases,countries cancerous diseases take second,health
BLR_1959,2112,2112,suffering cancerous diseases countries cancerous,diseases,take second third place among,health
BLR_1959,2125,2125,death available statistical data cancerous,diseases,throughout world demonstrate control diseases,health
BLR_1959,2130,2130,diseases throughout world demonstrate control,diseases,international problem solving united nations,health
BLR_1959,2152,2152,already led progress control cancerous,diseases,fine valuable work cancerous diseases,health
BLR_1959,2157,2157,diseases fine valuable work cancerous,diseases,accomplished world health organization international,health
BLR_1959,2160,2160,work cancerous diseases accomplished world,health,organization international union cancer noted,health
BLR_1959,2189,2189,find effective means treating cancerous,diseases,tremendous importance ascertaining causes different,health
BLR_1959,2197,2197,ascertaining causes different forms cancerous,diseases,man study characteristics disease different,health
BLR_1959,2201,2201,cancerous diseases man study characteristics,disease,different countries relationship prevalence particular,health
BLR_1959,2228,2228,science eradication cancer fatal wide-spread,disease,man one mankind's important tasks,health
BLR_1959,2247,2247,encouragement scientific research control cancerous,diseases,important means affording encouragement institution,health
BLR_1959,2262,2262,outstanding scientific work connexion cancerous,disease,control place strain united nations,health
BLR_1959,2293,2293,connexion early diagnosis treatment cancerous,diseases,acknowledgement gratitude mankind request united,health
BLR_1959,2343,2343,1962 progress achieved control cancerous,diseases,view foregoing guided solely interests,health
BLR_1959,2367,2367,encouragement scientific research control cancerous,diseases,submits following draft resolution general,health
BLR_1959,2378,2378,assembly considering cancer present one,diseases,dangerous mankind recognizing general desire,health
BLR_1959,2388,2388,desire mankind eliminate wide-spread cancerous,diseases,among human beings recognizing national,health
BLR_1959,2400,2400,efforts far undertaken control cancerous,diseases,yielded sufficiently effective results wishing,health
