docname,from,to,pre,keyword,post,pattern
SWE_1988.L732,1,1,,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people'shealthincreasingly affected,climate
JPN_1989.L2207,13,13,explore oceans- depths ominous acceleration pace environmental destructionhealthplanet gravely threatened,global_warming,destruction ozone layer depletion tropical rain,climate
LBY_1989.L2158,15,15,indicators crisis around us addition seriousair_pollutiondesertification soil erosion depletion forests,greenhouse,effect unusual climatic changes,climate
BTN_1991.L1119,1,1,,greenhouse,effect depletion ozone layer include climatic changes increase certainhealthproblems air,climate
ATG_1993.L554,17,17,agriculture living animals humanhealthwell-being borne mind contribution small island states,climate_change,global_warming sea-level,climate
ATG_1993.L554,18,18,living animals humanhealthwell-being borne mind contribution small island states climate_change,global_warming,sea-level,climate
BHS_1995.L173,14,14,save seemingly inevitable lot chronic poverty ignorancediseasethreat nuclear annihilation consequences,global_warming,good enough save generations life,climate
LUX_1995.L971,17,17,borders thinking inter aliahealthproblems aids environmental problems depletion ozone layer,global_warming,also social,climate
GBR_1996.L824,5,5,growing problems planet survival,climate_change,environment future world's oceans forestspandemicdiseases development ignores sustainable united nations,climate
GBR_1996.L825,4,4,problems planet survival,climate_change,environment future world's oceans forests pandemicdiseasesdevelopment ignores sustainable united nations,climate
SLB_1996.L663,5,5,self-reliance village development solar,renewable_energy,resources water wind economic educationhealthdevelopment plans several weeks ago internet,climate
TTO_1998.L1176,11,11,served united nations agencies approval grants projects broad categories children'shealthenvironment,climate_change,women population food security drug control poverty alleviation,climate
MHL_1999.L298,9,9,however extreme events observed recent years indications expected,climate_change,climate_changediseaseobserving symptoms pacific experienced number severe weather events changes normal,climate
KGZ_2000.L815,7,7,environmental issues united nations framework convention,climate_change,convention long-range transboundaryair_pollutionrotterdam convention prior informed consent procedure certain hazardous,climate
PLW_2000.L77,13,13,impose world peoples problems ranging hunger poverty tuberculosismalariaspread hiv aids,global_warming,environmental degradation vulnerability just responsibilities countries,climate
PNG_2001.L968,5,5,neighbours dealing effects disasters,global_warming,also brought increased numbers casesdiseasesmalaria higher-altitude populous region country threat,climate
PNG_2001.L969,4,4,dealing effects disasters,global_warming,also brought increased numbers cases diseasesmalariahigher-altitude populous region country threat,climate
PNG_2001.L977,19,19,increased incidencemalariaregion real negatively affect demographics country definitely link among,climate_change,,climate
PNG_2001.L993,5,5,country definitely link among,climate_change,natural disaster spread increased incidencediseasepapua new guinea exempt hiv aids,climate
KHM_2002.L750,13,13,reduced threat terrorism totally eliminated menace hiv aidspandemiccurbed poverty alleviated,global_warming,kept check possible building better cooperation,climate
PNG_2002.L888,6,6,indirectly transport radioactive material region,global_warming,brought increase number casesdiseaseslike malaria higher- altitude regions country still,climate
PNG_2002.L890,4,4,radioactive material region,global_warming,brought increase number cases diseases likemalariahigher- altitude regions country still,climate
LAO_2003.L146,4,4,fronts striking issues,global_warming,pollution natural disasters hiv aids incurablediseasespoverty underdevelopment crises refugees debt,climate
PNG_2003.L720,8,8,challenges poverty eradication hunger illiteracy environmental degradation,climate_change,hiv aidsmalariapreventable diseases also committed addressing issues good governance desire,climate
PNG_2003.L722,6,6,eradication hunger illiteracy environmental degradation,climate_change,hiv aids malaria preventablediseasesalso committed addressing issues good governance desire,climate
SVK_2003.L927,11,11,challenges face today including extreme poverty drug smuggling spread deadlydiseasesglobal,climate_change,finding appropriate solutions issues requires multilateral cooperation viable,climate
HRV_2004.L337,11,11,challenges face today including extreme poverty drug smuggling spread deadlydiseasesglobal,climate_change,globalization needs mastered opportunities offers need assessed excesses,climate
KIR_2004.L102,4,4,environmental degradation threat,global_warming,sea-level rise hunger poverty hiv aidspandemicnon- communicable diseases marginalization least,climate
KIR_2004.L105,1,1,,global_warming,sea-level rise hunger poverty hiv aids pandemic non- communicablediseasesmarginalization least,climate
LAO_2004.L713,6,6,terrorism global crime human trafficking,global_warming,environmental degradation hiv aidsdiseasesmarginalization developing countries particular three vulnerable groups,climate
BRA_2005.L733,16,16,faced two crises global scopepandemicexplosion hiv aids serious threats posed,climate_change,brazil continue promote,climate
VAT_2005.L262,9,9,gains made last area remain risk among things,climate_change,newdiseasesirresponsible destruction forests water pollution depletion fish stocks destruction global,climate
AUS_2006.L488,18,18,confronting ravages povertydiseasecan sign high- minded manifestos protect environment risk,climate_change,alongside,climate
MUS_2006.L849,8,8,one biggest threats humankind particular concern impact,global_warming,certain vectorsdiseaseleading proliferation estimated africa example may witness many millions,climate
MUS_2006.L860,13,13,estimated africa example may witness many millions casesmalariamosquito-borne diseases result,climate_change,mauritius fully committed successful conclusion doha,climate
MUS_2006.L862,11,11,estimated africa example may witness many millions cases malaria mosquito-bornediseasesresult,climate_change,mauritius fully committed successful conclusion doha development round,climate
NZL_2006.L312,4,4,issues markets distant,climate_change,reality political instability help threats communicablediseaseshiv aids pandemic influenza must,climate
NZL_2006.L315,1,1,,climate_change,reality political instability help threats communicable diseases hiv aidspandemicinfluenza must,climate
VCT_2006.L302,1,1,,climate_change,empowerment women protection children promotion peace security hiv aidspandemicprovision clean,climate
AND_2007.L352,11,11,accurate assertion really threatened vulnerable persons countries ones suffer warillnessunderdevelopment,climate_change,affect us us equally time trafficking abuse children,climate
ATG_2007.L590,13,13,employment generation provision free low-cost social services areashealtheducation among others,climate_change,global problem requiring collective response respond,climate
BFA_2007.L96,19,19,crisis subsequentepidemicsimplications beyond statistics heavy price country burkina faso pays,global_warming,,climate
BWA_2007.L121,11,11,peoples earth human cultural resources technology end severe global povertydiseasereverse,climate_change,prevent wars alleviate human suffering unfortunately substantial resources,climate
CHE_2007.L451,17,17,living conditions risks securityhealthdevelopment discussed fourth assessment report intergovernmental panel,climate_change,today environmental,climate
ISL_2007.L325,11,11,participation levels fundamental issue new millennium whether relation peace securityhealthpoverty,climate_change,empowerment women key success women men need equally,climate
JAM_2007.L822,17,17,necessary funding curtail spreaddiseaseowing assigned middle-income status implementing global response,climate_change,must remain,climate
JOR_2007.L730,4,4,human rights armaments,climate_change,terrorism international crime poverty hunger infectiousdiseasesincreasing factional sectarian ethnic conflicts,climate
KHM_2007.L89,9,9,ranging peace security development terrorism regional conflicts poverty,global_warming,pandemicdiseasesforth old new emerging crises indeed global proportion require greater,climate
MDG_2007.L617,14,14,harvests unique biodiversity also lead harmful insertsillnessesafrica already seeing consequences,climate_change,droughts floods causes increased migration,climate
PRT_2007.L186,12,12,eradicating poverty building true partnership development promoting education decenthealthstandards combating,climate_change,context must mention one stated objectives european,climate
SGP_2007.L140,6,6,overcome nations world acting together,climate_change,one another danger globalpandemicsmust also kept high agenda late director-general,climate
SGP_2007.L243,9,9,chief executive hong kong director-general also invited whether,climate_change,globalpandemicsfight terrorism multilateral trading system international finance need better global,climate
SLE_2007.L78,17,17,world conflict natural disastersdiseaseshunger poverty oppression abuse violation rights menace,climate_change,achievement development,climate
SRB_2007.L774,13,13,security terrorism bellicose extremism mass poverty organized crimepandemicdiseases harmful consequences,climate_change,global_warming surely major problem age rightly,climate
SRB_2007.L774,14,14,terrorism bellicose extremism mass poverty organized crimepandemicdiseases harmful consequences climate_change,global_warming,surely major problem age rightly,climate
SRB_2007.L775,12,12,security terrorism bellicose extremism mass poverty organized crime pandemicdiseasesharmful consequences,climate_change,global_warming surely major problem age rightly figures,climate
SRB_2007.L775,13,13,terrorism bellicose extremism mass poverty organized crime pandemicdiseasesharmful consequences climate_change,global_warming,surely major problem age rightly figures,climate
TZA_2007.L105,1,1,,climate_change,four days ago meeting gave us opportunity discuss statehealthcommon planet,climate
UGA_2007.L167,8,8,well agriculture overwhelmingly subsistence rain-fed therefore vulnerable,climate_variability,change vulnerabilityhealthsector also evident frequent floods result outbreaks waterborne diseases,climate
UGA_2007.L176,17,17,floods result outbreaks waterbornediseasescholera typhoid dysentery increased incidence malaria indeed,climate_change,today constitutes,climate
UGA_2007.L182,11,11,floods result outbreaks waterborne diseases cholera typhoid dysentery increased incidencemalariaindeed,climate_change,today constitutes danger human security considering effects climate_change,climate
UGA_2007.L182,19,19,increased incidencemalariaindeed climate_change today constitutes danger human security considering effects,climate_change,,climate
VNM_2007.L130,12,12,living extreme poverty time many pressing global issues emergedepidemicsenvironmental pollution,climate_change,proved serious threats human life note satisfaction,climate
WSM_2007.L396,19,19,wild spreadepidemicdiseases mapped discussed debated negotiated cases agreed life organization,climate_change,,climate
WSM_2007.L397,18,18,wild spread epidemicdiseasesmapped discussed debated negotiated cases agreed life organization,climate_change,global,climate
ZMB_2007.L166,4,4,conflict human trafficking,climate_change,terrorism violations human rights hiv aidspandemicgender inequality challenges recently emerged,climate
ZMB_2007.L632,13,13,per cent zambia's development efforts compromised hiv aidspandemicnow adverse effects,climate_change,regard hiv aids pandemic government declared,climate
ZMB_2007.L640,7,7,hiv aids pandemic now adverse effects,climate_change,regard hiv aidspandemicgovernment declared national crisis requiring sustained mitigation preventive,climate
BWA_2008.L430,13,13,effectively swiftly complex challenges twenty-first century conflicts povertydiseasenatural man-made disasters,climate_change,energy terrorism among myriad pressing problems,climate
CHN_2008.L637,4,4,survival development mankind,global_warming,environmental degradation resource constraints frequent outbreaksdiseasesnatural disasters spread terrorism face,climate
CYP_2008.L100,6,6,forum addressing global problems poverty,climate_change,rising energy food pricesdiseasesnatural disasters human rights abuses many pressing,climate
DEU_2008.L168,3,3,twenty-first century,climate_change,scarcity raw materials access food water fightepidemicspandemics terrorism act together,climate
