docname,from,to,pre,keyword,post,pattern
AUT_1988.L2417,26,26,substances deplete ozone layer signed recently austria also hosted several high-ranking scientific meetings auspices united nations environmental programme world meteorological organization international council scientific unions,carbon_dioxide,emissions reflects grave concern climatic changes hope elaboration protocol control redaction nitrogen oxide emissions take us another important step forward implementation convention long-range transboundaryair_pollutionprimary task perform pragmatic efficient day-to-day work however preclude vision future must combine forces order jointly master challenges future therefore like end statement appropriate lines alfred lord,climate
BRB_1988.L717,80,80,hurricanes floods cause frequent havoc asia caribbean threats come nature beyond control irresponsible criminal pollution land sea air now places jeopardyhealthlivelihood citizens many developing states matter special concern us caribbean dependent economies upon ocean scientific research continues reveal pernicious threats environment threaten existence human race need mention done others so-called,greenhouse,effect atmospheric pollutants depletion ox e layer demand urgent attention world community causes problems diverse problems however degree reflect,climate
GBR_1988.L145,98,98,term crucial ushealthplanet whole present transformation good resources better used benefit mankind elements leading progressive pollution land sea air already disruption natural patterns damage ozone layer first identified british antarctic survey 1985 caused instant international alarm concern already led agreement limit production certain industrial chemicals possibility climatic change caused increase,greenhouse,gases,climate
SWE_1988.L732,41,41,afflict people brutal shockingly palpable way however kinds threats develop slowly less spectacularly time come constitute danger entire planet among environmental degradation dramatic large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable result,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people'shealthincreasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources brought poverty industrial pollution waste resources least field energy impact man environment may reached threshold unknown environmental disasters united nations unique position rally world's governments,climate
BRB_1989.L269,92,92,part world's population soul-destroying sickness apartheid south africa lingeringdiseaseracial intolerance prejudice many countries world discord conflict middle east smouldering embers strife south east asia question struggle economic advancement social development non-industrialised nations world one urgent consuming priorities international life today current international problems debt protectionism net reverse flew financial resources,global_warming,threats earth's ozone layer creeping deserts pollution,climate
FIN_1989.L627,23,23,policies translated national population plans spelled world population plan action pursued vigorously regard protection environment problem lately become apparent widely recognized problem,climate_change,industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called greenhouse effect climate earth increasing presence substances atmosphere cause acid rain direct dangershealththerefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric pollution aspects including climatic change view effective,climate
FIN_1989.L627,38,38,policies translated national population plans spelled world population plan action pursued vigorously regard protection environment problem lately become apparent widely recognized problem climate_change industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called,greenhouse,effect climate earth increasing presence substances atmosphere cause acid rain direct dangershealththerefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric pollution aspects including climatic change view effective strategies policies developed international community soon possible fields relating environment major undertaking requires consolidated effort,climate
JPN_1989.L2207,53,53,important effectively mobilizing financial human resources fields hand demonstrated dramatic expansion economic activity outgrowth scientific advance proceed way destroy balance planet's ecosystem global damage weald irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destructionhealthplanet gravely threatened,global_warming,destruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together generation solemn responsibility preserve natural beauty around us rebuild healthy global environment secure future coming generations protection natural environment enable people regardless live,climate
LBY_1989.L2158,55,55,remains promising approach continue resign existing relationships mean given hope talking world economy leads another closely related issues question global environment also major concern us world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition seriousair_pollutiondesertification soil erosion depletion forests,greenhouse,effect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming outsiders dump materials collective responsibility protect environment surely calls huge collective efforts sporadic efforts sufficient achieve goals field threshold twenty-first century history dictates,climate
DEU_1990.L2676,36,36,us industrial countries must change way life governments can help offering market incentives regulation redistributing tax burdens environment-friendly use resources recycling materials must made worthwhile companies squandering energy resources another key problem changing world climate,greenhouse,effect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solvedair_pollutionextinction species erosion increase dramatically reduce chances survival future generations federal republic germany signatory hague declaration spring 1989 regards decisions taken paris economic summit july 1989 political basis international convention protect earth's atmosphere convention signed framework agreement,climate
FIN_1990.L476,2,2,emissions,carbon_dioxide,substances direct impact climate earth whole decades governments rallied idea development development interpreted largely combination growth change sometimes maybe growth gross national product today know comprehensive concept needed welcome combined emphasis environmental protection development preparations 1992 conference long run one possible without welcome emphasis human development lead freedomdiseaseignorance political repression,climate
LUX_1990.L1213,8,8,hectares million hectares 1980 capacity forests absorb,carbon_dioxide,function vital planet diminishing rapidly world population now billion increase million decade compared million 1980s able feed new people food capacity planet already stagnant actually decreasing africa latin america per capita food consumption now lower years ago day children born die hungermalnutritioncountries represented especially richest must constantly try remedy scandalous,climate
LUX_1990.L1213,93,93,lower years ago day children born die hungermalnutritioncountries represented especially richest must constantly try remedy scandalous situation world summit children propose necessary measures fresh impetus must also given population policies conducted national international levels rich countries must help high birth rates implement policies depletion ozone layer accumulation atmosphere gases produce,greenhouse,effect gradually increase temperatures obvious disastrous,climate
MDV_1990.L1370,6,6,take urgent measures reduce emission,greenhouse,gases atmosphere adopt environmentally compatible technology urge assist developing countries implement similar measures earnest hope world community heed voice low-lying states save us ignominy becoming environmental refugees children vulnerable sector societies environmental hazards ones likely suffer deterioration ecosystems thousands children die every year environment-relateddiseasesdiarrhoea upper respiratory disorders many subjected air,climate
MDV_1990.L1371,5,5,urgent measures reduce emission,greenhouse,gases atmosphere adopt environmentally compatible technology urge assist developing countries implement similar measures earnest hope world community heed voice low-lying states save us ignominy becoming environmental refugees children vulnerable sector societies environmental hazards ones likely suffer deterioration ecosystems thousands children die every year environment-related diseasesdiarrhoeaupper respiratory disorders many subjected air,climate
ATG_1991.L880,67,67,development though world's eyes focused brazil antigua barbuda like draw attention antarctica frozen unspoiled continent must become possession large states alone considered view antarctica brought umbrella control united nations antarctica important barometer earth's environmentalhealthsignificant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt,carbon_dioxide,imbalance atmosphere drill larger holes earth's protective ozone layer precipitate global_warming rise sea level government heartened learn voting members 30-year-old antarctic treaty signed agreement prohibits mining oil exploration antarctica years agreed end,climate
ATG_1991.L880,78,78,antarctica frozen unspoiled continent must become possession large states alone considered view antarctica brought umbrella control united nations antarctica important barometer earth's environmentalhealthsignificant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt carbon_dioxide imbalance atmosphere drill larger holes earth's protective ozone layer precipitate,global_warming,rise sea level government heartened learn voting members 30-year-old antarctic treaty signed agreement prohibits mining oil exploration antarctica years agreed end,climate
ATG_1991.L951,9,9,drill larger holes earth's protective ozone layer precipitate,global_warming,rise sea level government heartened learn voting members 30-year-old antarctic treaty signed agreement prohibits mining oil exploration antarctica years agreed end period ban lifted two-thirds present members treaty concur delegation firm view agreement successfully curbs generation's cupidity otherwise imperil severely goodhealthevery succeeding generation antarctica's virginal tundras unpopulated undisturbed ever violated,climate
BTN_1991.L1119,41,41,making optimal use world's resources skills technology believe best hope global peace stability workable practical demonstrable application enlightened self-interest necessary corollary responsible stewardship world's resources far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signs,greenhouse,effect depletion ozone layer include climatic changes increase certainhealthproblems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains pressures environment picture unbelievably bleak eleventh-hour attempts salvation montreal protocol ozone depletion represents serious effort restore planet ecological health clearly however need go much environment,climate
BTN_1991.L1155,5,5,sustain life ominous signs,greenhouse,effect depletion ozone layer include climatic changes increase certain health problems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains pressures environment picture unbelievably bleak eleventh-hour attempts salvation montreal protocol ozone depletion represents serious effort restore planet ecologicalhealthclearly however need go much environment,climate
CAN_1991.L1826,32,32,now three four preparatory meetings held results can assessed fear overcome two great risks unced faces disinterest part governments many developed countries slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuringnutritioneradicating disease top priorities inextricably linked environment recognise find solutions one set problems without acting environment development must become joint preoccupation know developing countries need assistance implement sustainable development unced nothing else must,climate
CAN_1991.L1828,30,30,four preparatory meetings held results can assessed fear overcome two great risks unced faces disinterest part governments many developed countries slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicatingdiseasetop priorities inextricably linked environment recognise find solutions one set problems without acting environment development must become joint preoccupation know developing countries need assistance implement sustainable development unced nothing else must,climate
NZL_1992.L278,79,79,tendency exposed settle ancient differences use force agenda peace also reminds us critical issues threaten security member states also future planet povertydiseasemalnutrition crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,overfishing seas put risk well-being whole communities even survival certain small island countries weapons mass destruction continue proliferate must take,climate
NZL_1992.L279,78,78,tendency exposed settle ancient differences use force agenda peace also reminds us critical issues threaten security member states also future planet poverty diseasemalnutritioncrippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,overfishing seas put risk well-being whole communities even survival certain small island countries weapons mass destruction continue proliferate must take stand,climate
ATG_1993.L554,57,57,significant conclusion last year's earth summit determination industrial civilization fundamentally flawed development based current model consumption distribution disposal practised developed world unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states,climate_change,global_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy states whose presumptions earth's resources need completely revised barbados conference articulate programme action intended eliminate man-induced looming catastrophes,climate
ATG_1993.L554,58,58,conclusion last year's earth summit determination industrial civilization fundamentally flawed development based current model consumption distribution disposal practised developed world unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change,global_warming,sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy states whose presumptions earth's resources need completely revised barbados conference articulate programme action intended eliminate man-induced looming catastrophes,climate
ATG_1993.L554,63,63,determination industrial civilization fundamentally flawed development based current model consumption distribution disposal practised developed world unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects,climate_change,global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy states whose presumptions earth's resources need completely revised barbados conference articulate programme action intended eliminate man-induced looming catastrophes,climate
ATG_1993.L554,64,64,industrial civilization fundamentally flawed development based current model consumption distribution disposal practised developed world unsustainable abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_change,global_warming,sea-level rise reduce small island states like mine zero existence stake peace security threatened actions large wealthy states whose presumptions earth's resources need completely revised barbados conference articulate programme action intended eliminate man-induced looming catastrophes,climate
SAU_1993.L1698,85,85,economic system kingdom saudi arabia represents state open world interacting trends developments affect thus keen preservinghealthstrength world economy concerned disruptions turmoil affect course development basis kingdom saudi arabia participating positively ongoing discussions energy environment shouldered general assembly forty-eighth session responsibilities regard played active role international discussions find workable balanced solution,global_warming,based proven scientific evidence kingdom saudi arabia convinced future world prosperity well-being inhabitants depend,climate
WSM_1993.L257,86,86,disregard rule law year alone close substantial conflicts world war scourge freed world hunger povertyillnessmillions people fled internal strife persecution famine natural disasters millions migrating economic reasons part world island communities now live constant threat ecological disasters rise sea levels destructive tropical cyclones particular dangers evidence global adverse effects induced,climate_change,prey natural vulnerabilities many lands peoples severely undermine national livelihood economic development efforts,climate
BHS_1995.L173,54,54,accept adage form follows function must now determine hoping achieve function seeking serve form structure ensuring effective execution function naturally emerge framers charter determined save succeeding generations scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorancediseasethreat nuclear annihilation consequences,global_warming,good enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary ensure stable secure viable future question now determines assignment responsibility possible countries directly concerned abdicated responsibility result fate now resides hands whose interests best competing,climate
FJI_1995.L2096,4,4,strengthen framework convention,climate_change,got way geneva last august first conference parties convention fiji expressed regret outcome conference minimal fiji continues believe protocol alliance small island states form basis new instrument aimed strengthening climate convention present time new commitments attach developing countries given overriding priority remain combatting poverty recognizing presenthealthworld's climate system result detrimental,climate
FJI_1995.L2096,66,66,regret outcome conference minimal fiji continues believe protocol alliance small island states form basis new instrument aimed strengthening climate convention present time new commitments attach developing countries given overriding priority remain combatting poverty recognizing presenthealthworld's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emission,greenhouse,gases fiji welcomes successful completion united nations conference straddling fish stocks highly migratory fish stocks agreement produced conference culmination two years work member countries participated form yet another important building block progressive development,climate
JPN_1995.L141,60,60,increase resulted serious problems global scale moreover rapid proliferation regional conflicts years since end cold war estimated million refugees world today secretary-general boutros boutros-ghali pointed recent statement geneva approach end twentieth century billion people living absolute poverty billion receive even basichealthcare needless say remain increasingly grave problems environmental degradation including,global_warming,deforestation marine pollution united nations universal international organization exists cope grave problems ensure international community enjoys peace prosperity thus necessary time united nations genuinely strengthen functions take concrete action reforms financial economic social political fields cooperation united nations always,climate
LUX_1995.L971,57,57,fifty years creation united nations believe time come begin in-depth review activities structures organization economic social spheres taking account far- reaching changes occurred growing globalization problems review take cognizance fact countries faced new phenomena often diverse alike reaching beyond national borders thinking inter aliahealthproblems aids environmental problems depletion ozone layer,global_warming,also social phenomena population growth pressure migration problem refugees violations human rights trans-border issues increasing concern drug trafficking new forms violence crime even international terrorism need effective system built realities better able take account interests mankind poorest particular system able define integrated,climate
GBR_1996.L802,65,65,countries therefore continuing need concessional aid prime pump homegrown development need focus efforts countries help needed can make best use help must primarily targeted creating growth equity developing human resources full potential giving priority needs poorhealtheducation clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forests pandemic diseases development ignores sustainable united nations central forum focusing attention action governments civil society challenges enter next century next year's general assembly special session review rio summit environment,climate
GBR_1996.L824,45,45,homegrown development need focus efforts countries help needed can make best use help must primarily targeted creating growth equity developing human resources full potential giving priority needs poor health education clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forestspandemicdiseases development ignores sustainable united nations central forum focusing attention action governments civil society challenges enter next century next year's general assembly special session review rio summit environment development one example best help developed world can give developing buy produce developed world must demolish barriers still,climate
GBR_1996.L825,44,44,development need focus efforts countries help needed can make best use help must primarily targeted creating growth equity developing human resources full potential giving priority needs poor health education clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forests pandemicdiseasesdevelopment ignores sustainable united nations central forum focusing attention action governments civil society challenges enter next century next year's general assembly special session review rio summit environment development one example best help developed world can give developing buy produce developed world must demolish barriers still,climate
NOR_1996.L765,89,89,powerful enough deal alone threats transcend frontiers terrorism nuclear proliferation drugs crimediseasedamage environment require common action belong common agenda five years ago rio reached consensus agenda call action together sowed first seeds global norm sustainable development now must struggle towards implementation later year start final work climate protocol challenge global,climate_change,owe present future generations come binding agreement cost-effective equitable verifiable,climate
SLB_1996.L639,67,67,linguistic origins per cent live rural settings hundreds islands arrayed kilometres ocean system workable major change system provincial government designed maximize rural community participation planning decision-making overseas development assistance therefore directed needed fostering publichealthliteracy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic education health development plans several weeks ago internet reached solomon islands personal computers growing number secondary schools possibility lap-top computers hands teachers students give new hope country's future,climate
SLB_1996.L663,45,45,islands arrayed kilometres ocean system workable major change system provincial government designed maximize rural community participation planning decision-making overseas development assistance therefore directed needed fostering public health literacy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic educationhealthdevelopment plans several weeks ago internet reached solomon islands personal computers growing number secondary schools possibility lap-top computers hands teachers students give new hope country's future now using world wide web introduce country potential investors tourists peace region essential sustainable development solomon islands encourages efforts papua,climate
DEU_1997.L1917,23,23,forward chancellor kohl together brazil south africa singapore climate conference held kyoto december major test industrial world's commitment environment germany intends reduce,greenhouse-gas,emissions per cent year 2010 based 1990 levels partners european union asking industrial countries cut least per cent go part way towards meeting responsibility towards posterity lookair_pollutionsouthern asia fail admit urgently need agree forest convention must put end ruthless burning forests clear vast areas land deplete destroy natural resources make,climate
DEU_1997.L1917,99,99,posterity lookair_pollutionsouthern asia fail admit urgently need agree forest convention must put end ruthless burning forests clear vast areas land deplete destroy natural resources make us lose end eleventh hour approaching two weeks now decision locate secretariat convention combat desertification taken rome ask members vote bonn since secretariat framework convention,climate_change,,climate
AUT_1998.L1781,14,14,focus efficiency areas kyoto protocol member states european union committed reduction per cent,greenhouse,gases constitutes important step towards sustainable development developed countries prepared take lead combating climate_change european community member states determined translate commitments made kyoto concrete actions achievements context sustainable development population issues particular concern directly relate humanhealthquality life coming decades population size age structure important factors interacting economic development environment parts,climate
AUT_1998.L1781,28,28,focus efficiency areas kyoto protocol member states european union committed reduction per cent greenhouse gases constitutes important step towards sustainable development developed countries prepared take lead combating,climate_change,european community member states determined translate commitments made kyoto concrete actions achievements context sustainable development population issues particular concern directly relate humanhealthquality life coming decades population size age structure important factors interacting economic development environment parts world therefore timely special session general assembly convened next year review appraise implementation programme,climate
KOR_1998.L871,22,22,faced another long-term challenge environmental protection climate changes instance demand urgent attention concrete actions countries last year made historic progress combating,global_warming,adopting kyoto protocol pleased say government accede kyoto protocol afternoon like take opportunity say words international vaccine institute ivi government hosted ivi part commitment international efforts prevent childhooddiseasesespecially developing countries thirty-two governments world health organization signed establishment agreement ivi aimed developing distributing non-commercial vaccines yesterday new york government republic korea,climate
KOR_1998.L878,15,15,changes instance demand urgent attention concrete actions countries last year made historic progress combating,global_warming,adopting kyoto protocol pleased say government accede kyoto protocol afternoon like take opportunity say words international vaccine institute ivi government hosted ivi part commitment international efforts prevent childhood diseases especially developing countries thirty-two governments worldhealthorganization signed establishment agreement ivi aimed developing distributing non-commercial vaccines yesterday new york government republic korea,climate
TTO_1998.L1176,51,51,short term without high degree support regional international organizations international community whole imperative find innovative ways bridge gap united nations private citizens context welcome establishment united nations fund international partnerships strengthen partnerships support united nations projects deliver resources programmes peoples served united nations agencies approval grants projects broad categories children'shealthenvironment,climate_change,women population food security drug control poverty alleviation landmines contribute significantly pursuit goals united nations establishment fund testimony can achieved shared vision commitment principles ideals organization urge optimum use benefits derived fund observe fiftieth anniversary universal declaration human rights year trinidad tobago like restate commitment protection promotion human,climate
CHL_1999.L199,3,3,importance future,climate_change,pollution over-exploitation oceans deterioration ozone layer growing desertification require global remedies increasingly strict international regimes established regulation prohibition weapons mass destruction elimination anti-personnel landmines fight drug-trafficking can truly effective waged within framework close regional international cooperation based principle shared responsibility moving issues treatment refugees fight hunger majorepidemicsfall squarely within scope,climate
FRA_1999.L912,27,27,can draw without giving thought future generations true development sustainable development since rio summit 1992 realization behind adoption important commitments regard climate biodiversity desertification kyoto protocol,climate_change,current negotiations protocol biosafety attest importance achievements uncertain future climates recurrence natural catastrophes urge us make efforts earth fragile human species spread newepidemicsendangers health entire populations inequalities development exacerbate scourges million people live aids virus today majority developing countries spread pandemic africa matter major concern us shall come back issue,climate
