docname,from,to,pre,keyword,post,pattern
AUT_1988.L2417,1,1,,carbon_dioxide,emissions reflects grave concern climatic changes hope elaboration protocol control redaction nitrogen oxide emissions take us another important step forward implementation convention long-range transboundaryair_pollutionprimary task,climate
SWE_1988.L732,16,16,threat survival inferior arms race alarming research reports tell us climate begun change probable result,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people'shealthincreasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources,climate
FIN_1989.L627,13,13,countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called,greenhouse,effect climate earth increasing presence substances atmosphere cause acid rain direct dangershealththerefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international,climate
JPN_1989.L2207,28,28,irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans- depths ominous acceleration pace environmental destructionhealthplanet gravely threatened,global_warming,destruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community,climate
LBY_1989.L2158,30,30,world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition seriousair_pollutiondesertification soil erosion depletion forests,greenhouse,effect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third,climate
DEU_1990.L2676,11,11,companies squandering energy resources another key problem changing world climate,greenhouse,effect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solvedair_pollutionextinction species erosion increase dramatically reduce chances survival future generations federal republic,climate
ATG_1991.L880,42,42,umbrella control united nations antarctica important barometer earth's environmentalhealthsignificant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt,carbon_dioxide,imbalance atmosphere drill larger holes earth's protective,climate
BTN_1991.L1119,16,16,far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signs,greenhouse,effect depletion ozone layer include climatic changes increase certainhealthproblems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains,climate
CAN_1991.L1826,7,7,solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuringnutritioneradicating disease top priorities inextricably linked environment recognise,climate
CAN_1991.L1828,5,5,poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicatingdiseasetop priorities inextricably linked environment recognise,climate
ATG_1993.L554,32,32,gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states,climate_change,global_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence,climate
ATG_1993.L554,33,33,toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change,global_warming,sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence,climate
ATG_1993.L554,38,38,environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects,climate_change,global_warming sea-level rise reduce small island states like mine zero existence,climate
ATG_1993.L554,39,39,fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals humanhealthwell-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_change,global_warming,sea-level rise reduce small island states like mine zero existence,climate
BHS_1995.L173,29,29,succeeding generations scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorancediseasethreat nuclear annihilation consequences,global_warming,good enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary,climate
FJI_1995.L2096,41,41,developing countries given overriding priority remain combatting poverty recognizing presenthealthworld's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emission,greenhouse,gases fiji welcomes successful completion united nations conference,climate
JPN_1995.L141,35,35,recent statement geneva approach end twentieth century billion people living absolute poverty billion receive even basichealthcare needless say remain increasingly grave problems environmental degradation including,global_warming,deforestation marine pollution united nations universal international organization exists cope grave problems ensure international,climate
LUX_1995.L971,32,32,problems review take cognizance fact countries faced new phenomena often diverse alike reaching beyond national borders thinking inter aliahealthproblems aids environmental problems depletion ozone layer,global_warming,also social phenomena population growth pressure migration problem refugees violations human rights trans-border issues increasing concern drug,climate
