,Year,intersection,health,climate
0,2011,0.0,7.5,0.75
1,2012,0.0,8.285714285714286,0.8095238095238095
2,2013,0.05263157894736842,13.157894736842104,1.6842105263157894
3,2014,0.17647058823529413,11.941176470588236,2.176470588235294
4,2015,0.0,14.0,1.4090909090909092
5,2016,0.0,6.576923076923077,1.1538461538461537
6,2017,0.0,7.7,0.75
7,2018,0.25,9.916666666666666,1.75
8,2019,0.13043478260869565,12.043478260869565,0.9565217391304348
9,2020,0.3333333333333333,14.722222222222221,3.0
10,2021,0.48148148148148145,29.85185185185185,3.074074074074074
11,2022,0.7878787878787878,26.363636363636363,5.9393939393939394
