,Year,intersection,health,climate
0,2011,0.8648648648648649,24.83783783783784,22.945945945945947
1,2012,0.8245614035087719,17.403508771929825,21.210526315789473
2,2013,0.40298507462686567,16.73134328358209,15.537313432835822
3,2014,0.3488372093023256,13.988372093023257,12.63953488372093
4,2015,0.5384615384615384,16.52747252747253,11.175824175824175
5,2016,0.3854166666666667,13.197916666666666,11.104166666666666
6,2017,0.7961165048543689,14.990291262135923,13.718446601941748
7,2018,0.627906976744186,18.46511627906977,11.674418604651162
8,2019,0.676056338028169,20.922535211267604,12.71830985915493
9,2020,1.0514705882352942,26.625,19.352941176470587
10,2021,2.085714285714286,41.86666666666667,20.933333333333334
11,2022,2.0,38.269911504424776,26.25221238938053
