docname,from,to,pre,keyword,post,pattern
SWE_1988.L725,21,21,environmental degradation dramatic large-scale effects threat survival inferior arms race alarming research reports tell us climate begun change probable result,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people's health increasingly affected poisoning water food chains depletion ozone layer causes threats environment lie excessive exploitation natural resources brought poverty industrial,greenhouse
FIN_1989.L627,3,3,recognized problem,climate_change,industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called greenhouse effect climate earth increasing presence substances atmosphere cause acid rain direct dangers health therefore hardly,climate_change
FIN_1989.L627,18,18,recognized problem climate_change industrialized developing countries directly affected depletion ozone layer increasing emissions carbon dioxides produce so-called,greenhouse,effect climate earth increasing presence substances atmosphere cause acid rain direct dangers health therefore hardly surprise witnessed increasing international activity field several initiatives taken launch concerted international action combat atmospheric,greenhouse
JPN_1989.L2200,35,35,global damage weald irrevocable just past years blink eye vast continuum history mankind ventured far reaches space sought explore oceans depths ominous acceleration pace environmental destruction health planet gravely threatened,global_warming,destruction ozone layer depletion tropical rain forests acid rain desertification global environmental problems confront us today must dealt entire international community working together generation solemn responsibility,global_warming
LBY_1989.L2152,37,37,major concern us world facing unprecedented environmental crisis nature sending us urgent warnings can ignored peril numerous growing indicators crisis around us addition serious air_pollution desertification soil erosion depletion forests,greenhouse,effect unusual climatic changes deterioration ozone layer also problem nuclear industrial toxic wastes given rise justifiable concern especially third world scheming outsiders dump materials,greenhouse
DEU_1990.L2670,16,16,recycling materials must made worthwhile companies squandering energy resources another key problem changing world climate,greenhouse,effect depletion ozone layer bach earth's many environmental problems exacerbated two central problems solved air_pollution extinction species erosion increase dramatically reduce chances survival future generations federal republic germany signatory hague,greenhouse
ATG_1991.L877,61,61,health significant source food oceans fish fragile ecological system allow raped hope successful exploitation industrial activity antarctica tilt carbon dioxide imbalance atmosphere drill larger holes earth's protective ozone layer precipitate,global_warming,,global_warming
BTN_1991.L1116,21,21,corollary responsible stewardship world's resources far goal indeed every day brings alarming evidence diminishing capacity planet sustain life ominous signs,greenhouse,effect depletion ozone layer include climatic changes increase certain health problems air water pollution soil degradation desertification deforestation threaten world's food supplies living conditions overpopulation puts strains pressures environment picture,greenhouse
CAN_1991.L1821,12,12,developed countries slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicating disease top priorities inextricably linked environment recognise find solutions one,climate_change
CAN_1991.L1823,10,10,slide towards two solitudes rich poor true canada worried,climate_change,worried loss species pollutants arctic food chain ocean resources forests developed country recognise developing countries eliminating poverty ensuring nutrition eradicating disease top priorities inextricably linked environment recognise find solutions one,climate_change
NZL_1992.L277,61,61,disease malnutrition crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,,climate_change
NZL_1992.L278,60,60,disease malnutrition crippling levels debt negligible economic growth scourges can unleash despair anger destabilize political social institutions environmental degradation threaten immediate surroundings livelihoods problems depletion ozone layer spread toxic chemicals,climate_change,overfishing,climate_change
ATG_1993.L550,39,39,abundant quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human health well-being borne mind contribution small island states,climate_change,global_warming sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate_change
ATG_1993.L550,40,40,quantities harmful gases toxins emitted atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human health well-being borne mind contribution small island states climate_change,global_warming,sea-level rise zero effects climate_change global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,global_warming
ATG_1993.L550,45,45,atmosphere altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human health well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects,climate_change,global_warming sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,climate_change
ATG_1993.L550,46,46,altering global environment fatal consequences forecast earth's climate biodiverse flora fauna agriculture living animals human health well-being borne mind contribution small island states climate_change global_warming sea-level rise zero effects climate_change,global_warming,sea-level rise reduce small island states like mine zero existence stake peace security threatened actions,global_warming
BHS_1995.L173,36,36,charter determined save succeeding generations scourge war managed far global war concerned saved generations heritage future good enough save seemingly inevitable lot chronic poverty ignorance disease threat nuclear annihilation consequences,global_warming,good enough save generations life security existence planet live jeopardy clearly responsible establishing parameters action past produced result desirable necessary ensure stable secure viable future,global_warming
FJI_1995.L2089,48,48,new commitments attach developing countries given overriding priority remain combatting poverty recognizing present health world's climate system result detrimental patterns production consumption industrialized countries countries continue take lead reducing emission,greenhouse,gases fiji welcomes successful completion united nations conference straddling fish stocks highly migratory,greenhouse
JPN_1995.L141,41,41,secretary-general boutros boutros-ghali pointed recent statement geneva approach end twentieth century billion people living absolute poverty billion receive even basic health_care needless say remain increasingly grave problems environmental degradation including,global_warming,deforestation marine pollution united nations universal international organization exists cope grave problems ensure international community enjoys peace prosperity thus necessary,global_warming
LUX_1995.L969,39,39,occurred growing globalization problems review take cognizance fact countries faced new phenomena often diverse alike reaching beyond national borders thinking inter alia health problems aids environmental problems depletion ozone layer,global_warming,also social phenomena population growth pressure migration problem refugees violations human rights trans-border issues increasing concern drug trafficking new forms violence crime,global_warming
GBR_1996.L798,47,47,primarily targeted creating growth equity developing human resources full potential giving priority needs poor health education clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forests pandemic diseases development ignores sustainable united nations central forum,climate_change
GBR_1996.L820,25,25,human resources full potential giving priority needs poor health education clean water small enterprises increasingly partnership development amongst us deal growing problems planet survival,climate_change,environment future world's oceans forests pandemic diseases development ignores sustainable united nations central forum focusing attention action governments civil society challenges enter next century next year's general assembly special session,climate_change
SLB_1996.L635,49,49,rural community participation planning decision-making overseas development assistance therefore directed needed fostering public_health literacy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic education health development plans several weeks ago internet,renewable_energy
SLB_1996.L659,25,25,development assistance therefore directed needed fostering public_health literacy electrification recent completion first solar-powered village important us implementing habitat agenda encouraging self-reliance village development solar,renewable_energy,resources water wind economic education health development plans several weeks ago internet reached solomon islands personal computers growing number secondary schools possibility lap-top computers hands teachers students give new hope,renewable_energy
AUT_1998.L1776,8,8,development developed countries prepared take lead combating,climate_change,european community member states determined translate commitments made kyoto concrete actions achievements context sustainable development population issues particular concern directly relate human health quality life coming decades population size age,climate_change
TTO_1998.L1170,33,33,context welcome establishment united nations fund international partnerships strengthen partnerships support united nations projects deliver resources programmes peoples served united nations agencies approval grants projects broad categories children's health environment,climate_change,women population food security drug control poverty alleviation landmines contribute significantly pursuit goals united nations establishment fund testimony can achieved shared vision commitment principles ideals organization urge optimum,climate_change
FRA_1999.L907,5,5,biodiversity desertification kyoto protocol,climate_change,current negotiations protocol biosafety attest importance achievements uncertain future climates recurrence natural catastrophes urge us make efforts earth fragile human species spread new epidemics endangers health entire populations inequalities development,climate_change
MHL_1999.L296,3,3,deeply concerned,climate_change,devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather climate_change however extreme events observed recent years indications expected climate_change climate_change disease observing symptoms,climate_change
MHL_1999.L296,13,13,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence,climate_change,us now must stressed bad weather climate_change however extreme events observed recent years indications expected climate_change climate_change disease observing symptoms pacific experienced number severe weather events changes normal climate kiribati,climate_change
MHL_1999.L296,20,20,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather,climate_change,however extreme events observed recent years indications expected climate_change climate_change disease observing symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook islands become wetter fiji tonga,climate_change
MHL_1999.L296,29,29,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather climate_change however extreme events observed recent years indications expected,climate_change,climate_change disease observing symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook islands become wetter fiji tonga become drier samoa difference daytime night-time temperatures decreased southern,climate_change
MHL_1999.L296,30,30,deeply concerned climate_change devastating effect may livelihood culture natural resources economy existence climate_change us now must stressed bad weather climate_change however extreme events observed recent years indications expected climate_change,climate_change,disease observing symptoms pacific experienced number severe weather events changes normal climate kiribati northern cook islands become wetter fiji tonga become drier samoa difference daytime night-time temperatures decreased southern cook,climate_change
MHL_1999.L420,12,12,follow suit taking steps limit already small emissions part effort develop,renewable_energy,sector regard pleased inform assembly government approved solar energy policy first stage project install solar panels outer island health centres one high schools support united nations trust fund new renewable,renewable_energy
USA_1999.L530,43,43,rise held burden debt nations adopted plan reduce per cent outstanding debt world's poorest countries freeing resources education health growth us developed developing countries alike take action now halt global,climate_change,fighting poverty great deal vulnerable members human family hurt first hurt rising temperatures devastate agriculture accelerate spread disease,climate_change
USA_1999.L560,13,13,health growth us developed developing countries alike take action now halt global,climate_change,fighting poverty great deal vulnerable members human family hurt first hurt rising temperatures devastate agriculture accelerate spread disease tropical countries flood island nations mean developing countries must sacrifice growth protect,climate_change
KGZ_2000.L810,27,27,kyrgyz republic believing stability political economic aspects also environmental perspective submitted secretary general year instruments ratification accession following treaties concerning environmental issues united nations framework convention,climate_change,convention long-range transboundary air_pollution rotterdam convention prior informed consent procedure certain hazardous chemicals pesticides international trade vienna convention protection ozone layer montreal protocol substances deplete ozone layer today kyrgyz parliament,climate_change
MHL_2000.L809,4,4,global action combat,climate_change,terrible tragedy unless international cooperation displaced populations whatever reasons displaced able enjoy sustain basic human rights generations come cultures livelihoods able survive benefit future generations education health paramount importance every,climate_change
PLW_2000.L77,35,35,regional international levels problems must seriously looked body international regional organizations solutions may found remedies provided alleviate suffering impose world peoples problems ranging hunger poverty tuberculosis malaria spread hiv aids,global_warming,environmental degradation vulnerability just responsibilities countries regions affected every member global community must play part order planet inhabitants survive destructive forces today live era production food,global_warming
PLW_2000.L192,44,44,global community charged responsibility security mankind must confront real danger hiv aids work collectively towards eradication horrible disease uncontrolled unregulated human activities affected continue affect ecosystem thereby endangering threatening existence,global_warming,difficult scientifically complicated phenomenon even today scientists still divided issue particularly causes effects agree emission greenhouse gases,global_warming
PLW_2000.L192,60,60,horrible disease uncontrolled unregulated human activities affected continue affect ecosystem thereby endangering threatening existence global_warming difficult scientifically complicated phenomenon even today scientists still divided issue particularly causes effects agree emission,greenhouse,gases,greenhouse
MHL_2001.L406,44,44,high levels saltwater intrusion increasing salinity direct impact subsistence cropping vulnerabilities together prolonged drought constitute deadly peril health survival welcome successful outcome sixth session conference parties united nations framework convention,climate_change,recently concluded marrakesh kyoto protocol best available solution address environmental concerns able look back coming days commend,climate_change
PNG_2001.L963,24,24,caused el niño came tsunami la niña phenomenon bringing floods landslides leaving death destruction wake acknowledge prompt generous support neighbours dealing effects disasters,global_warming,also brought increased numbers cases diseases malaria higher-altitude populous region country threat increased incidence malaria region real negatively affect demographics country definitely link among climate_change natural disaster spread increased incidence,global_warming
PNG_2001.L963,49,49,support neighbours dealing effects disasters global_warming also brought increased numbers cases diseases malaria higher-altitude populous region country threat increased incidence malaria region real negatively affect demographics country definitely link among,climate_change,natural disaster spread increased incidence disease papua new guinea exempt hiv aids,climate_change
PNG_2001.L971,16,16,bringing floods landslides leaving death destruction wake acknowledge prompt generous support neighbours dealing effects disasters,global_warming,also brought increased numbers cases diseases malaria higher-altitude populous region country threat increased incidence malaria region real negatively affect demographics country definitely link among climate_change natural disaster spread increased incidence,global_warming
