docname,from,to,pre,keyword,post,pattern
JPN_1989.L2200,10,10,destruction health planet gravely threatened,global_warming,destruction,global_warming
BHS_1995.L173,11,11,disease threat nuclear annihilation consequences,global_warming,,global_warming
TTO_1998.L1170,8,8,broad categories children's health environment,climate_change,women population food,climate_change
MHL_1999.L296,4,4,years indications expected,climate_change,climate_change disease observing symptoms pacific,climate_change
MHL_1999.L296,5,5,years indications expected climate_change,climate_change,disease observing symptoms pacific experienced,climate_change
KGZ_2000.L810,2,2,convention,climate_change,convention long-range transboundary air_pollution rotterdam,climate_change
PLW_2000.L77,10,10,tuberculosis malaria spread hiv aids,global_warming,environmental,global_warming
KHM_2002.L747,10,10,aids pandemic curbed poverty alleviated,global_warming,kept,global_warming
PNG_2003.L716,3,3,environmental degradation,climate_change,hiv aids malaria preventable diseases,climate_change
MUS_2006.L839,3,3,concern impact,global_warming,certain vectors disease leading proliferation,global_warming
MUS_2006.L850,10,10,cases malaria mosquito-borne diseases result,climate_change,mauritius,climate_change
AND_2007.L352,8,8,ones suffer war illness underdevelopment,climate_change,affect us us,climate_change
ATG_2007.L588,10,10,areas health education among others,climate_change,global,climate_change
BWA_2007.L121,8,8,severe global poverty disease reverse,climate_change,prevent wars alleviate,climate_change
CAF_2007.L252,7,7,sustainable development industrial development air_pollution,climate_change,commission's fifteenth session also,climate_change
ISL_2007.L323,8,8,relation peace security health poverty,climate_change,empowerment women key,climate_change
KHM_2007.L88,5,5,terrorism regional conflicts poverty,global_warming,pandemic diseases forth old new,global_warming
PRT_2007.L186,9,9,education decent health standards combating,climate_change,context must,climate_change
SRB_2007.L772,10,10,crime pandemic diseases harmful consequences,climate_change,global_warming,climate_change
SRB_2007.L772,11,11,pandemic diseases harmful consequences climate_change,global_warming,,global_warming
UGA_2007.L167,3,3,therefore vulnerable,climate_variability,change vulnerability health sector also,climate_variability
UGA_2007.L182,8,8,dysentery increased incidence malaria indeed,climate_change,today constitutes danger,climate_change
ZMB_2007.L627,10,10,aids pandemic now adverse effects,climate_change,regard,climate_change
ZMB_2007.L635,2,2,effects,climate_change,regard hiv aids pandemic government,climate_change
BWA_2008.L427,10,10,poverty disease natural man-made disasters,climate_change,energy,climate_change
ECU_2008.L276,8,8,poverty hiv aids malaria effects,climate_change,citizens beginning call,climate_change
GNQ_2008.L241,1,1,,climate_change,inequality poor access education health_care,climate_change
HRV_2008.L695,7,7,many forms terrorism poverty disease,climate_change,environmental degradation rising food,climate_change
LCA_2008.L586,2,2,use,climate_change,implications region's food nutrition security,climate_change
LVA_2008.L420,9,9,clusters mdgs health education growth,climate_change,united nations,climate_change
MDG_2008.L377,7,7,sustainable development resistance crops disease,climate_change,given impact global climate_change,climate_change
