docname,from,to,pre,keyword,post,pattern
BLR_1970,2167,2167,difficult problems remain solved field economic social development poverty hunger,disease,racial discrimination segregation intensification exploitation unemployment lot millions people capitalist,health
BLR_1970,2395,2395,adverse effects slow pace social development spheres education social welfare,health,besides important determine total sum present outflow capital channels independent,health
BOL_1970,1427,1427,contributed significantly development international law rendering invaluable services designed combat,disease,hunger promote culture education bring better understanding social problems ensure,health
CMR_1970,518,518,solidarity implemented international cooperation specialized agencies particularly deal technical assistance,health,agriculture food education science culture communications effectiveness agencies gainsaid importance,health
COG_1970,264,264,twenty-fifth anniversary united nations case chance place us carry overall,health,checkup organization intoxicated technical progress swept away hypocrisy used now,health
CRI_1970,2065,2065,food without decent housing conditions without land without property without,health,know solution tragedy consists increasing national income poor countries order,health
FRA_1970,257,257,effort made fortunate peoples aiding struggle least favored peoples hunger,disease,stagnation lastly weakness resignation certain division power unless take care,health
GHA_1970,93,93,strategy waging greatest noblest wars ensure mankind's survival war poverty,disease,ignorance underdevelopment opportunity peoples united nations dare second half twentieth,health
GHA_1970,1135,1135,dependence imported goods taking decisive steps provide better housing education,health,services especially low-income groups ensure within existing population situation inequalities,health
GHA_1970,1205,1205,process enabling emancipated peoples live decent lives free exploitation poverty,disease,ignorance pity source great disappointment us peoples socialist countries done,health
HTI_1970,866,866,specter famine corollary extraordinary demographic explosion seen days always anxious,health,populations always ready undertake action combat least threat epidemic neglect,health
HTI_1970,875,875,anxious health populations always ready undertake action combat least threat,epidemic,neglect combating endemic diseases formidable legacy less fortunate past unesco,health
IDN_1970,1122,1122,countless millions people developing part world still suffer agonies hunger,disease,malnutrition illiteracy unemployment addition compounded problems race urbanization population pressures,health
IDN_1970,1123,1123,millions people developing part world still suffer agonies hunger disease,malnutrition,illiteracy unemployment addition compounded problems race urbanization population pressures deteriorating,health
ISR_1970,3219,3219,opportunities ills common region credit middle east recent weeks cholera,disease,broke many parts appeal israeli minister health cooperation colleagues neighboring,health
ISR_1970,3226,3226,recent weeks cholera disease broke many parts appeal israeli minister,health,cooperation colleagues neighboring countries went unheeded senselessness tragedy war vividly,health
KEN_1970,174,174,new nations third world embraced vital fields agriculture technical cooperation,public_health,development planning education international finance host activities many enumerated kenya,health
KEN_1970,223,223,certain parts world continues disrupt peace progress problems poverty illiteracy,disease,still haunt conscience mankind gap industrialized developing nations ever widening,health
NLD_1970,1607,1607,cope pollution measures must taken international level prevent spread water,air_pollution,government one hopeful forthcoming united nations conference human environment lead,health
NZL_1970,263,263,particularly violent events felt around world age instant communication allow,epidemic,hijacking condoned suggest time combat ingenuity ruthlessness use methods serve,health
PHL_1970,651,651,pointed recently twothirds mankind million individuals remain entrapped grip hunger,malnutrition,high illiteracy inadequate education shrinking opportunity corrosive poverty gap rich,health
PRY_1970,368,368,participate general municipal elections called october index attendance schools well,nutrition,among highest latin america progress words continuous integral results obtained,health
RWA_1970,1251,1251,world also possess necessary means free million men chains hunger,disease,ignorance extraordinary progress science technology used make possible utilization natural,health
SGP_1970,375,375,inherit earth contingent interest strong possess earth show sign immediate,mortality,fifth reality mirrored united nations often odds objective reality reality,health
TUR_1970,283,283,work depth benefit future generations done specialized agencies fields varied,health,education agriculture science training specialists hundreds international agreements initiated concluded,health
URY_1970,106,106,years ago political events led creation united nations longer relevant,health,great organization today considered satisfactory faith optimism enthusiasm founders charter,health
URY_1970,1154,1154,rather pathological disturbance within economic social evolution human communities like,illness,calls adequate therapy responsibility generation precisely prove wise enough determine,health
USA_1970,2422,2422,advance important objectives newly acute problem threatens growing number societies,epidemic,spread addiction dangerous drugs especially among young people phenomenon mushroomed,health
VEN_1970,164,164,many positive results achieved united nations economic social cultural legal,health,fields however feel necessary disregard negative aspects situation confronting us,health
ZAF_1970,140,140,appeal seems government treatment kind misdirected attempting cure symptom instead,disease,despite imperfections charter basically fault lack part members apply constructively,health
ZAF_1970,1072,1072,freedoms related fundamental needs man example freedom poverty want need,health,education social services freedom poverty want directly related economic advancement,health
ZAF_1970,1424,1424,believe everyone's interest countries region develop prosper real enemies africa,disease,ignorance poverty misery conquered cardinal importance moreover security stability region,health
AUS_1971,1322,1322,distress present us can firmly establish sound international currency system,health,dynamic international trade developed developing countries suffer serious distress markets,health
CIV_1971,558,558,africa now come problem apartheid painful question appear veritable mental,epidemic,blocks judgments critical faculties makes us impervious reasonable solutions prevents,health
CSK_1971,301,301,transport preservation natural environment exploitation energy resources broadening co-operation fields,public_health,question taking advantage practical possibilities improvements relations european states already,health
DZA_1971,1963,1963,order remedy injustice due present degradation aspects struggle-agriculture industry transport,public_health,education-which require much effort sacrifice part scope problems immense resources,health
ESP_1971,1006,1006,kinds country desires achieve spanish people improvements concern education housing,health,assistance social security vocational training part program spanish government began,health
ESP_1971,1361,1361,also like refer problem increasing gravity affects physical mental moral,health,peoples speaking widespread consumption narcotics causing general concern spanish government,health
FIN_1971,1314,1314,interdependent treated isolation others many ways intertwined economic social issues,health,urbanization industrialization international trade just mention unplanned development single-minded sectoral,health
FJI_1971,954,954,pacific increases levels radio-activity matter small must regarded potentially hazardous,health,fiji also associated joint protest made new zealand friends behalf,health
GAB_1971,1282,1282,enjoyment civil political rights also right every man able food,health,education,health
GHA_1971,348,348,destruction unable spend per cent gross national product elimination poverty,disease,squalor world delegation pleased note united nations recognized implications fact,health
GHA_1971,1380,1380,aimed complementing supple-menting other's efforts task eradicating hunger poverty ignorance,disease,third world well remind problems set solve post-war period still,health
GHA_1971,2178,2178,nuclear weapons free conflicts divide us free poverty hunger ignorance,disease,vision courage session accepts challenge new decade depend success experiment,health
GTM_1971,285,285,ensure economic social cultural development well encourage feeding peoples ensuring,health,social justice equity international relations feel much lost large areas,health
IDN_1971,1866,1866,delegations expressing regret decision retire position secretary-general wish family best,health,happiness hope however united nations may continue benefit vast experience,health
IRL_1971,458,458,grow healthy mind body addj para one mankind's victories war,malaria,million people now live areas eradicated much done million spent,health
JAM_1971,503,503,unemployment haphazard urbanization inadequate housing un-diversified meager diets insufficient facilities,health,education can tackling problems efforts outside help available suffer greatly,health
JAM_1971,769,769,misapplication science technology past developed countries polluted atmosphere oceans problems,health,poor living conditions developing countries remained unalienated lack science technology,health
KWT_1971,1585,1585,readiness take first step along road indicated months ago world,health,organization whose assembly warned resolution wha may continuation israel's violations,health
KWT_1971,1612,1612,application article constitution measure entail suspension israel's voting privileges world,health,organization well services israel entitled member international community passed stage,health
MEX_1971,888,888,creative potentials must guide along peaceful paths just aspirations freedom,health,food housing education full employment demands majority world must go,health
MLI_1971,169,169,exploits can real meaning unless thanks concerted efforts sickness ignorance,malnutrition,give way better economic future mankind fine hymn victory courage,health
MYS_1971,1958,1958,great results may conclusion express wish prayer family enjoy continued,health,happiness years come,health
NER_1971,865,865,talk rostrum peace freedom justice millions millions people suffering hunger,disease,international development strategy second united nations development decade adopted unanimously,health
NIC_1971,582,582,already recognized right exploitation area miles width adjacent zone reasons,health,defense determined closest adherence practices exist among states believe geneva,health
NIC_1971,1609,1609,just international order equally just national orders must wipe poverty,disease,inequality educational economic opportunities guarantee every human satisfaction fundamental needs,health
QAT_1971,493,493,mobilization financial resources foreign investment economic social planning housing transport,health,realize course many fields still half way along road towards,health
RWA_1971,1165,1165,cooperation order achieve genuine international social justice believe gentlemen hunger,illness,ignorance throughout world dangerous happiness security peoples sound camion hie,health
SAU_1971,170,170,diligently used good offices avert many international conflict discharging duties,health,bound suffer inasmuch solicitous personal welfare hope may still able,health
SDN_1971,475,475,world's gross national product goes military expenditure exactly amount spent,health,education whole world per cent education per cent health world,health
SDN_1971,484,484,spent health education whole world per cent education per cent,health,world course changed overnight efforts national international relent solemn pledges,health
SLE_1971,107,107,mr ralph j bunche under-secretary special political affairs whose retirement,health,grounds just announced fondly remember historic visits africa 1950s testify,health
SLE_1971,130,130,international peace since founding organization delegation prays speedy return perfect,health,happy retirement part gives particular pleasure come year leader first,health
SLV_1971,1552,1552,requirements increased technological society movement exercise expression wills can maintain,health,political bodies today way domestic consolidation possible understanding co-ordinating interests,health
SWE_1971,948,948,place conflict east pakistan led collapse social order region famine,epidemic,diseases spreading among population million people fled india indian people,health
TCD_1971,1485,1485,peace underdevelopment quarter century now subject discussion august assembly never,illness,thoroughly diagnosed doctor result tins examination perhaps now time organization,health
TGO_1971,82,82,difficulties endeavors know gives best facing wish much courage excellent,health,may time still charge organization ever needs long experience great,health
TGO_1971,1500,1500,agencies united nations especially food agriculture organization united nations world,health,organization united nations educational scientific cultural organization others unsparing efforts,health
TTO_1971,963,963,taken initiatives institute new measures protection natural environment control marine,air_pollution,certain united nations new field international endeavor take due account,health
TTO_1971,1083,1083,man basic right treated like man today world faces hunger,disease,billions dollars wasted creation weapons deal death destruction today world,health
TUN_1971,193,193,vexations continue add daily worries able mr secretary-general undoubtedly sacrificing,health,keep organization right path tunisia expresses gratitude exceptional role guardian,health
USA_1971,830,830,economic co-operation among us especially wish emphasize undiminished concern economic,health,nations latin america nations developing world time new economic policy,health
USA_1971,1472,1472,global issues confronting conciliating political differences reducing world's armaments curbing,epidemic,spread narcotics addiction protecting environment assuring exploitation oceans benefit mankind,health
VEN_1971,476,476,taken point view state however states alone isolated concert nations,health,economy agriculture science arts short man's activities contemporary world intimately,health
ZAF_1971,513,513,africa placed need development developing states contend various problems economic,health,educational technical agricultural fields south africa instances able co-operate solution,health
