docname,from,to,pre,keyword,post,pattern
CUB_1973,4245,4245,andes without adequate food clothing,temperature,degrees zero argentine patrol found,climate
AUS_1977,871,871,conventional energy sources limited alternative,renewable_energy,sources unlikely brought commercial use,climate
NLD_1977,1468,1468,rate feasible promising alternative resources,renewable_energy,least technological developments respect get,climate
DEU_1978,2033,2033,world era oil era new,renewable_energy,sources challenge can met basis,climate
DEU_1978,2055,2055,social council recommending conference new,renewable_energy,sources convened simultaneously objective establishing,climate
JPN_1978,1469,1469,energy sources development new sources-including,renewable_energy,country intends co-operate actively international,climate
MLT_1978,1373,1373,establish regional centre practical utilization,renewable_energy,sources-wind solar biomass energy future-oriented,climate
USA_1978,1499,1499,priority attention must given development,renewable_energy,resources many technologies already exist,climate
USA_1978,1555,1555,priorities also provide up-to-date information,renewable_energy,technology examine role private sector,climate
USA_1978,1571,1571,expand efforts help nations assess,renewable_energy,possibilities finance testing new technologies,climate
MEX_1979,1463,1463,conference whose purpose study new,renewable_energy,sources make sense us excluded,climate
USA_1979,1361,1361,rapid application solar small hydroelectric,renewable_energy,technologies developing nations inter-american development,climate
BFA_1980,1894,1894,research pursued intensified field new,renewable_energy,sources wind energy solar energy,climate
JAM_1980,991,991,resources tap potential sources new,renewable_energy,must ensure united nations conference,climate
URY_1980,2355,2355,hydrocarbons economy based essentially new,renewable_energy,sources uruguay attaches particular importance,climate
GTM_1981,879,879,suited environment make use new,renewable_energy,sources endowed nature country places,climate
GMB_1982,1834,1834,indigenous energy sources research new,renewable_energy,technologies world bank already estimated,climate
KEN_1982,1881,1881,mobilization financial resources harnessing new,renewable_energy,resources regard role united nations,climate
KEN_1982,1924,1924,intergovernmental body assembly designate new,renewable_energy,sources delegation kenya stands ready,climate
VCT_1983,2351,2351,record watershed change may economic,climate_change,expand political climate_change right hope,climate
VCT_1983,2354,2354,may economic climate_change expand political,climate_change,right hope dream work quest,climate
CSK_1986,1597,1597,failed note decrease persistent feverish,temperature,hotbeds tension throughout world opinion,climate
WSM_1987,794,794,threats environment thinning ozone layer,greenhouse,effect desertification deforestation ever increasing,climate
ATG_1988,738,738,anxiety increased throughout world knowledge,greenhouse,effect begun impact upon planet,climate
AUT_1988,2316,2316,changes environment depletion ozone layer,greenhouse,effect mention two serious environmental,climate
BRB_1988,747,747,need mention done others so-called,greenhouse,effect atmospheric pollutants depletion ox,climate
BTN_1988,737,737,past summer new york know,greenhouse,effect first hand however reports,climate
CAN_1988,1284,1284,demands believe viable international solution,greenhouse,effect deterioration ozone layer disposal,climate
CAN_1988,1350,1350,without delay increasingly urgent question,global_warming,climate_change received serious attention international,climate
CAN_1988,1351,1351,delay increasingly urgent question global_warming,climate_change,received serious attention international conference,climate
CYP_1988,1375,1375,desertification widening gap ozone layer,greenhouse,effect climatic changes depletion irreplaceable,climate
GBR_1988,193,193,possibility climatic change caused increase,greenhouse,gases leading global heat trap,climate
IDN_1988,2232,2232,waste acid rain climatic change,greenhouse,effect depletion ozone layer desertification,climate
ISL_1988,930,930,ecology problems transnational character pollution,greenhouse,effect deterioration ozone layer must,climate
MDV_1988,1679,1679,rise mean sea-level due so-called,greenhouse,effect matter grave concern us,climate
NPL_1988,1179,1179,relating depletion ozone layer increase,greenhouse,effect among others spurred calls,climate
RUS_1988,2425,2425,burnt ozone layer eroding biosphere,greenhouse,effect depletion non-renewable sources energy,climate
SWE_1988,715,715,climate begun change probable result,greenhouse,effect life-giving resources destroyed erosion,climate
VCT_1988,1026,1026,gap ozone layer climatic changes,greenhouse,effect environmental hazards must addressed,climate
WSM_1988,1526,1526,us thinning ozone layer resultant,greenhouse,effect cumulative results pollutants truly,climate
ZWE_1988,1468,1468,york london tokyo much talk,greenhouse,effect year commission environment told,climate
ATG_1989,546,546,undermine sovereignty harm environment resulting,global_warming,threatens coastline every country flooding,climate
ATG_1989,660,660,consequence development increase earth's average,temperature,degrees fahrenheit year resulting weather,climate
ATG_1989,783,783,enunciated commonwealth secretary-general current work,greenhouse,gases global_warming requires combined skills,climate
ATG_1989,785,785,secretary-general current work greenhouse gases,global_warming,requires combined skills physicists meteorologists,climate
BGD_1989,1284,1284,concerns growing depletion ozone layer,global_warming,greenhouse effect sea-level rise acid,climate
BGD_1989,1285,1285,growing depletion ozone layer global_warming,greenhouse,effect sea-level rise acid rain,climate
BLR_1989,1333,1333,environmental threats pollution atmosphere water,greenhouse,effect depletion ozone layer deforestation,climate
BLZ_1989,1284,1284,nuclear toxic waste ozone depletion,climate_change,industrial countries account per cent,climate
BLZ_1989,1295,1295,carbon dioxide emissions main cause,global_warming,clearly therefore major responsibility reduce,climate
BRA_1989,1161,1161,solidarity environmental question planetary aspects,climate_change,depletion ozone layer must discussed,climate
BRB_1989,312,312,net reverse flew financial resources,global_warming,threats earth's ozone layer creeping,climate
CAN_1989,1010,1010,attention use threat sanctions contributed,climate_change,must relaxed substantial reform place,climate
CAN_1989,1342,1342,us move forward towards convention,climate_change,regard canada played leading role,climate
CRI_1989,1724,1724,justifiably concerned possible consequences gradual,global_warming,earth know one answer massive,climate
CYP_1989,1716,1716,programme world meteorological organization study,climate_change,environmental economic repercussions special united,climate
DEU_1989,2036,2036,nation affected nation bear responsibility,global_warming,destruction ozone layer desertification contamination,climate
