docname,from,to,pre,keyword,post,pattern
SWE_1988.L725,1,1,,greenhouse,effect life-giving resources destroyed erosion desertification devastation forests people's health,greenhouse
JPN_1989.L2200,15,15,depths ominous acceleration pace environmental destruction health planet gravely threatened,global_warming,destruction ozone layer depletion tropical rain,global_warming
LBY_1989.L2152,17,17,around us addition serious air_pollution desertification soil erosion depletion forests,greenhouse,effect unusual climatic changes,greenhouse
BTN_1991.L1116,1,1,,greenhouse,effect depletion ozone layer include climatic changes increase certain health,greenhouse
ATG_1993.L550,19,19,animals human health well-being borne mind contribution small island states,climate_change,global_warming sea-level,climate_change
ATG_1993.L550,20,20,human health well-being borne mind contribution small island states climate_change,global_warming,sea-level,global_warming
BHS_1995.L173,16,16,inevitable lot chronic poverty ignorance disease threat nuclear annihilation consequences,global_warming,good enough save generations life,global_warming
JPN_1995.L141,21,21,health_care needless say remain increasingly grave problems environmental degradation including,global_warming,,global_warming
LUX_1995.L969,19,19,inter alia health problems aids environmental problems depletion ozone layer,global_warming,also social,global_warming
GBR_1996.L820,5,5,growing problems planet survival,climate_change,environment future world's oceans forests pandemic diseases development ignores sustainable,climate_change
SLB_1996.L659,5,5,self-reliance village development solar,renewable_energy,resources water wind economic education health development plans several weeks,renewable_energy
TTO_1998.L1170,13,13,nations agencies approval grants projects broad categories children's health environment,climate_change,women population food security drug control poverty alleviation,climate_change
MHL_1999.L296,9,9,however extreme events observed recent years indications expected,climate_change,climate_change disease observing symptoms pacific experienced number severe weather events,climate_change
MHL_1999.L296,10,10,however extreme events observed recent years indications expected climate_change,climate_change,disease observing symptoms pacific experienced number severe weather events changes,climate_change
KGZ_2000.L810,7,7,environmental issues united nations framework convention,climate_change,convention long-range transboundary air_pollution rotterdam convention prior informed consent procedure,climate_change
PLW_2000.L77,15,15,peoples problems ranging hunger poverty tuberculosis malaria spread hiv aids,global_warming,environmental degradation vulnerability just responsibilities countries,global_warming
PNG_2001.L963,4,4,dealing effects disasters,global_warming,also brought increased numbers cases diseases malaria higher-altitude populous region,global_warming
PNG_2001.L971,21,21,malaria region real negatively affect demographics country definitely link among,climate_change,,climate_change
PNG_2001.L987,5,5,country definitely link among,climate_change,natural disaster spread increased incidence disease papua new guinea exempt,climate_change
KHM_2002.L747,15,15,terrorism totally eliminated menace hiv aids pandemic curbed poverty alleviated,global_warming,kept check possible building better cooperation,global_warming
PNG_2002.L888,4,4,radioactive material region,global_warming,brought increase number cases diseases like malaria higher altitude regions,global_warming
PNG_2003.L716,8,8,challenges poverty eradication hunger illiteracy environmental degradation,climate_change,hiv aids malaria preventable diseases also committed addressing issues good,climate_change
KIR_2004.L102,4,4,environmental degradation threat,global_warming,sea-level rise hunger poverty hiv aids pandemic non communicable diseases,global_warming
BRA_2005.L731,18,18,crises global scope pandemic explosion hiv aids serious threats posed,climate_change,brazil continue promote,climate_change
AUS_2006.L486,20,20,poverty disease can sign high minded manifestos protect environment risk,climate_change,alongside,climate_change
MUS_2006.L839,8,8,one biggest threats humankind particular concern impact,global_warming,certain vectors disease leading proliferation estimated africa example may witness,global_warming
MUS_2006.L850,15,15,example may witness many millions cases malaria mosquito-borne diseases result,climate_change,mauritius fully committed successful conclusion doha,climate_change
NZL_2006.L313,1,1,,climate_change,reality political instability help threats communicable diseases hiv aids pandemic,climate_change
VCT_2006.L302,1,1,,climate_change,empowerment women protection children promotion peace security hiv aids pandemic,climate_change
AND_2007.L352,13,13,really threatened vulnerable persons countries ones suffer war illness underdevelopment,climate_change,affect us us equally time trafficking abuse children,climate_change
ATG_2007.L588,15,15,provision free low-cost social services areas health education among others,climate_change,global problem requiring collective response respond,climate_change
BWA_2007.L121,13,13,human cultural resources technology end severe global poverty disease reverse,climate_change,prevent wars alleviate human suffering unfortunately substantial resources,climate_change
CAF_2007.L252,12,12,four areas thematic cluster energy sustainable development industrial development air_pollution,climate_change,commission's fifteenth session also demonstrated much significant progress remains,climate_change
CHE_2007.L449,19,19,risks security health development discussed fourth assessment report intergovernmental panel,climate_change,today environmental,climate_change
ISL_2007.L323,13,13,fundamental issue new millennium whether relation peace security health poverty,climate_change,empowerment women key success women men need equally,climate_change
JAM_2007.L821,19,19,curtail spread disease owing assigned middle-income status implementing global response,climate_change,must remain,climate_change
JOR_2007.L725,5,5,challenges human rights armaments,climate_change,terrorism international crime poverty hunger infectious diseases increasing factional sectarian,climate_change
KHM_2007.L88,10,10,problems ranging peace security development terrorism regional conflicts poverty,global_warming,pandemic diseases forth old new emerging crises indeed global proportion,global_warming
PRT_2007.L186,14,14,building true partnership development promoting education decent health standards combating,climate_change,context must mention one stated objectives european,climate_change
SRB_2007.L772,15,15,bellicose extremism mass poverty organized crime pandemic diseases harmful consequences,climate_change,global_warming surely major problem age rightly,climate_change
SRB_2007.L772,16,16,extremism mass poverty organized crime pandemic diseases harmful consequences climate_change,global_warming,surely major problem age rightly,global_warming
TZA_2007.L105,1,1,,climate_change,four days ago meeting gave us opportunity discuss state health,climate_change
UGA_2007.L167,8,8,well agriculture overwhelmingly subsistence rain-fed therefore vulnerable,climate_variability,change vulnerability health sector also evident frequent floods result outbreaks,climate_variability
UGA_2007.L182,13,13,outbreaks waterborne diseases cholera typhoid dysentery increased incidence malaria indeed,climate_change,today constitutes danger human security considering effects climate_change,climate_change
UGA_2007.L182,21,21,malaria indeed climate_change today constitutes danger human security considering effects,climate_change,,climate_change
WSM_2007.L395,21,21,epidemic diseases mapped discussed debated negotiated cases agreed life organization,climate_change,,climate_change
ZMB_2007.L164,4,4,conflict human trafficking,climate_change,terrorism violations human rights hiv aids pandemic gender inequality challenges,climate_change
ZMB_2007.L627,15,15,zambia's development efforts compromised hiv aids pandemic now adverse effects,climate_change,regard hiv aids pandemic government declared,climate_change
ZMB_2007.L635,7,7,hiv aids pandemic now adverse effects,climate_change,regard hiv aids pandemic government declared national crisis requiring sustained,climate_change
BWA_2008.L427,15,15,complex challenges twenty-first century conflicts poverty disease natural man-made disasters,climate_change,energy terrorism among myriad pressing problems,climate_change
ECU_2008.L276,13,13,especially fundamentally important programmes fight poverty hiv aids malaria effects,climate_change,citizens beginning call us account regard resources contribute,climate_change
GNQ_2008.L241,6,6,injustice poverty energy food crises,climate_change,inequality poor access education health_care new technologies needed poor countries,climate_change
GUY_2008.L415,18,18,food maintenance basic nutrition recent times assembly deeply concerned consequences,climate_change,rightly future generations,climate_change
HRV_2008.L695,12,12,interconnected world global threats taking many forms terrorism poverty disease,climate_change,environmental degradation rising food prices command work together common,climate_change
LCA_2008.L586,7,7,global prices issues surrounding energy use,climate_change,implications region's food nutrition security among issues arising deliberations emphasized,climate_change
LVA_2008.L420,14,14,picture must achieve interim main clusters mdgs health education growth,climate_change,united nations needs immediately also need clearer,climate_change
MDG_2008.L377,12,12,must address need environmental management sustainable development resistance crops disease,climate_change,given impact global climate_change maintaining healthy biodiversity critical sustaining,climate_change
