,Year,intersection,health,climate
0,2011,0.8363636363636363,17.672727272727272,10.618181818181819
1,2012,0.6,19.21818181818182,8.381818181818181
2,2013,0.9245283018867925,23.0,10.716981132075471
3,2014,0.425531914893617,21.148936170212767,9.553191489361701
4,2015,1.1228070175438596,25.94736842105263,11.0
5,2016,1.2765957446808511,30.404255319148938,15.297872340425531
6,2017,0.6382978723404256,26.617021276595743,9.957446808510639
7,2018,1.302325581395349,22.53488372093023,9.953488372093023
8,2019,0.9607843137254902,20.96078431372549,12.156862745098039
9,2020,1.8484848484848484,19.848484848484848,11.454545454545455
10,2021,2.5652173913043477,41.56521739130435,19.67391304347826
11,2022,2.511111111111111,39.333333333333336,17.91111111111111
