,Year,intersection,health,climate
0,2011,1.0845070422535212,26.056338028169016,11.830985915492958
1,2012,0.7469879518072289,22.096385542168676,8.614457831325302
2,2013,1.8775510204081634,20.183673469387756,9.275510204081632
3,2014,0.9272727272727272,17.30909090909091,11.336363636363636
4,2015,0.546875,11.578125,7.5390625
5,2016,0.6929133858267716,17.881889763779526,8.346456692913385
6,2017,0.9166666666666666,18.348484848484848,9.666666666666666
7,2018,0.6854838709677419,16.774193548387096,7.701612903225806
8,2019,0.5172413793103449,13.517241379310345,9.841379310344827
9,2020,1.0,16.2,13.076923076923077
10,2021,2.1256281407035176,28.236180904522612,20.261306532663315
11,2022,1.9671361502347418,19.314553990610328,20.549295774647888
