,Year,intersection,health,climate
0,2011,1.25,27.25,5.25
1,2012,0.16666666666666666,14.166666666666666,5.333333333333333
2,2013,0.0,4.545454545454546,0.8181818181818182
3,2014,0.0,4.333333333333333,0.4166666666666667
4,2015,0.18181818181818182,8.909090909090908,1.7272727272727273
5,2016,0.15789473684210525,7.526315789473684,2.5789473684210527
6,2017,0.23529411764705882,5.823529411764706,2.8823529411764706
7,2018,0.13333333333333333,15.066666666666666,2.7333333333333334
8,2019,0.4230769230769231,15.846153846153847,4.1923076923076925
9,2020,1.0,7.7272727272727275,2.272727272727273
10,2021,0.21739130434782608,18.91304347826087,3.5217391304347827
11,2022,0.8235294117647058,29.352941176470587,6.0588235294117645
