docname,from,to,pre,keyword,post,pattern
SWE_1966,858,858,countries shall make proposals regarding co-ordination various programmes order achieve highest possible efficiency glad note spite increased international tension caused largely war viet-nam raising political,temperature,europe registered present situation europe characterized increased mobility rapidly increasing contacts countries least eastern western european peoples sweden consider trend desirable worth encouraging another field,climate
CHL_1968,368,368,actors authors history rather say fate gambled perhaps lost without consent dangerously unjust fashion example pernicious contagious internationally nationally know agreements disagreements great powers fluctuations,temperature,war facts small countries forced recognize inevitable since involve us must tackle vigorously moral political standpoint matters common concern fall within legitimate sphere action every,climate
CUB_1973,4245,4245,edelstam dark dangerous days behaved zeal solicitude honour swedish diplomacy swedish government four cubans still chile able get argentina abandoned andes without adequate food clothing,temperature,degrees zero argentine patrol found took barracks giving help food expected know happened two arrested anything happened cuban merchant vessel playa larga also treacherously shelled,climate
AUS_1977,871,871,domestic nuclear power requirement stage australia position make significant contribution towards supplying needs increasingly energy-deficient world given scope conservation expanding conventional energy sources limited alternative,renewable_energy,sources unlikely brought commercial use short medium term expansion use nuclear power essential next decades least recognizing responsibility international community australia prepared co-operate nations supply,climate
NLD_1977,1468,1468,can done achieve higher energy efficiently recent conference sponsored unitar shown sources recoverable fossil fuels far exhausted much higher recovery rate feasible promising alternative resources,renewable_energy,least technological developments respect get support hitherto hope preparatory work united nations conference new renewable sources energy give strong impetus activities field can tremendous benefit,climate
DEU_1978,2033,2033,designed meet host countries requirement full control economies investors requirement legal security field energy international community confronted challenge smoothly leading world era oil era new,renewable_energy,sources challenge can met basis world-wide co-operation hence community welcomes resolution adopted sixty fifth session economic social council recommending conference new renewable_energy sources convened simultaneously,climate
DEU_1978,2055,2055,oil era new renewable_energy sources challenge can met basis world-wide co-operation hence community welcomes resolution adopted sixty fifth session economic social council recommending conference new,renewable_energy,sources convened simultaneously objective establishing equitable international economic order nations pursue objective translating equitable order reality home well must primary aim every development policy satisfy,climate
JPN_1978,1469,1469,atomic energy form compatible prevention proliferation nuclear weapons furthermore vital research development furthered international co-operation order promote efficient use existing energy sources development new sources-including,renewable_energy,country intends co-operate actively international efforts fields determined join efforts developing countries field energy development noted beginning remarks world community today faces extraordinarily difficult problems,climate
MLT_1978,1373,1373,restoring region new spirit independent respected role council international relations even speak today country's initiative representatives mediterranean countries meeting malta establish regional centre practical utilization,renewable_energy,sources-wind solar biomass energy future-oriented planning regional basis neglecting global aspect therefore support proposal holding pf international conference fact offered act host meeting years ago,climate
USA_1978,1499,1499,nuclear power including assured nuclear fuel supplies developing nations course participate design management institutions form basis international nuclear energy regime priority attention must given development,renewable_energy,resources many technologies already exist harnessing solar wind geothermal power us can benefit technologies special effort made meet needs poorer countries two opportunities now exist,climate
USA_1978,1555,1555,role united states supports proposed united nations conference new renewable sources energy conference result co-ordinated united nations energy effort clearer priorities also provide up-to-date information,renewable_energy,technology examine role private sector energy development undp might also expand efforts help nations assess renewable_energy possibilities finance testing new technologies provide training technical assistance,climate
USA_1978,1571,1571,nations energy effort clearer priorities also provide up-to-date information renewable_energy technology examine role private sector energy development undp might also expand efforts help nations assess,renewable_energy,possibilities finance testing new technologies provide training technical assistance effective energy management united states willing contribute major global effort develop new energy resources intensify assistance,climate
MEX_1979,1463,1463,incompatible interdependent nature magnitude problems face today objective criterion treatment nuclear energy peaceful purposes based failed take production hydrocarbons account conference whose purpose study new,renewable_energy,sources make sense us excluded consideration older conventional sources consistent co-ordinate energy matters within one over-all policy respecting special characteristics energy source neither seem justified,climate
USA_1979,1361,1361,created supporting expansion world bank's programme exploration development mineral fuels bank also considering whether local programmes development finance adequate support rapid application solar small hydroelectric,renewable_energy,technologies developing nations inter-american development bank proposed creation facility provide political risk insurance loan guarantees private investment energy minerals projects region effective means stimulating energy,climate
