,Year,intersection,health,climate
0,2011,1.4814814814814814,36.641975308641975,16.333333333333332
1,2012,0.9074074074074074,28.166666666666668,13.333333333333334
2,2013,1.075,32.25833333333333,10.983333333333333
3,2014,0.9672131147540983,46.17213114754098,12.918032786885245
4,2015,1.7611940298507462,52.23134328358209,14.350746268656716
5,2016,1.9565217391304348,47.528985507246375,14.847826086956522
6,2017,1.9248120300751879,45.82706766917293,15.278195488721805
7,2018,1.4620689655172414,38.779310344827586,13.206896551724139
8,2019,1.546583850931677,30.53416149068323,15.416149068322982
9,2020,2.0440251572327046,36.534591194968556,20.38993710691824
10,2021,3.857142857142857,56.096638655462186,24.558823529411764
11,2022,3.9925373134328357,43.48134328358209,33.093283582089555
