,Year,intersection,health,climate
0,2011,0.0,30.466666666666665,2.2
1,2012,0.2631578947368421,29.210526315789473,2.526315789473684
2,2013,0.696969696969697,30.727272727272727,2.242424242424242
3,2014,2.1,45.166666666666664,3.6666666666666665
4,2015,0.8,46.266666666666666,4.2
5,2016,0.71875,27.9375,3.09375
6,2017,0.11764705882352941,26.441176470588236,5.147058823529412
7,2018,1.2702702702702702,50.648648648648646,7.0
8,2019,0.975609756097561,42.34146341463415,6.512195121951219
9,2020,0.7659574468085106,37.8936170212766,5.8936170212765955
10,2021,2.1594202898550723,75.2463768115942,9.797101449275363
