,Year,intersection,health,climate
0,2011,0.27450980392156865,20.686274509803923,9.823529411764707
1,2012,0.39622641509433965,27.660377358490567,11.037735849056604
2,2013,0.4909090909090909,19.854545454545455,11.49090909090909
3,2014,0.7169811320754716,24.41509433962264,14.283018867924529
4,2015,0.7230769230769231,21.846153846153847,9.169230769230769
5,2016,1.0677966101694916,30.152542372881356,14.033898305084746
6,2017,1.0208333333333333,28.0,13.979166666666666
7,2018,1.3392857142857142,24.928571428571427,16.464285714285715
8,2019,1.4310344827586208,28.086206896551722,18.74137931034483
9,2020,2.216666666666667,36.6,20.883333333333333
10,2021,5.0227272727272725,57.04545454545455,30.170454545454547
11,2022,3.989010989010989,50.37362637362637,33.252747252747255
