,Year,intersection,health,climate
0,2011,0.5396825396825397,18.07749766573296,8.583566760037348
1,2012,0.36347305389221557,14.370059880239522,6.294610778443114
2,2013,0.39705014749262535,14.250147492625368,6.371091445427728
3,2014,0.37564029595902104,14.725099601593625,6.665338645418327
4,2015,0.33954451345755693,13.52432712215321,5.684782608695652
5,2016,0.4155911202891069,14.358286009292721,6.439339184305627
6,2017,0.47888723298559366,14.268256333830104,6.456035767511177
7,2018,0.45262145262145265,15.63973063973064,6.701298701298701
8,2019,0.5495885664789952,16.03594629709831,7.866608921611087
9,2020,0.819015444015444,19.99565637065637,11.00434362934363
10,2021,1.5015499070055798,30.233725976441413,13.101673899566027
11,2022,1.5135289091426944,28.37596126459698,17.079179720877242
