,Year,intersection,health,climate
0,2011,0.6666666666666666,20.916666666666668,12.75
1,2012,0.4444444444444444,11.166666666666666,6.333333333333333
2,2013,0.13043478260869565,9.0,7.043478260869565
3,2014,0.21052631578947367,11.052631578947368,6.947368421052632
4,2015,0.09090909090909091,14.818181818181818,6.681818181818182
5,2016,0.3157894736842105,15.894736842105264,8.263157894736842
6,2017,0.1875,15.0625,6.875
7,2018,0.21428571428571427,17.714285714285715,4.357142857142857
8,2019,0.3333333333333333,13.777777777777779,6.111111111111111
9,2020,0.42857142857142855,18.285714285714285,6.857142857142857
10,2021,1.0,55.166666666666664,18.666666666666668
11,2022,0.9333333333333333,33.06666666666667,18.266666666666666
