,Year,intersection,health,climate
0,2011,0.0,6.181818181818182,2.5454545454545454
1,2012,0.9090909090909091,13.636363636363637,6.7272727272727275
2,2013,0.07142857142857142,11.214285714285714,2.142857142857143
3,2014,0.21428571428571427,8.142857142857142,2.642857142857143
4,2015,0.0,5.466666666666667,1.4
5,2016,0.0,6.0,3.0
6,2017,0.125,9.875,5.75
7,2018,0.2857142857142857,39.42857142857143,7.428571428571429
8,2019,0.5,28.833333333333332,6.833333333333333
9,2020,1.3333333333333333,17.77777777777778,11.88888888888889
10,2021,1.625,54.125,12.5
11,2022,0.7272727272727273,52.09090909090909,6.090909090909091
