,Year,intersection,health,climate
0,2011,0.631578947368421,25.763157894736842,5.184210526315789
1,2012,0.42857142857142855,39.73809523809524,5.595238095238095
2,2013,0.40384615384615385,37.13461538461539,5.8076923076923075
3,2014,0.34146341463414637,30.951219512195124,6.219512195121951
4,2015,0.45,25.8,6.65
5,2016,0.7804878048780488,29.146341463414632,6.7073170731707314
6,2017,0.475,32.375,6.25
7,2018,0.2857142857142857,25.114285714285714,2.5714285714285716
8,2019,0.22580645161290322,27.548387096774192,4.290322580645161
9,2020,0.21739130434782608,29.565217391304348,4.304347826086956
10,2021,1.4634146341463414,45.073170731707314,8.195121951219512
11,2022,1.5483870967741935,50.645161290322584,5.741935483870968
