docname,from,to,pre,keyword,post,pattern
Australia-SEP-2015-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_UNGC_submission15.pdf?1442985430,2922,2922,minimisation remi nding employees switch electronic equipment appliances photocopiers shredding machines computers monitors printers use maintaining air conditioning systems energy efficient general r ecommended indoor,temperature,c remi nding employees switch lights leave workplace use lights necessary also encourage use energy saving lighting systems top environmental practices chiswick park headquarters london,climate
Australia-SEP-2016-SEP-HealthCareEquipment&Ser...-SEP-COP_-_International_SOS_-_September_2016.pdf?1474586455,3285,3285,minimisation th rough reminding employees switch electronic equipment appliances photocopiers shredding machines computers monitors printers use maintaining air conditioning systems energy efficient general recommended indoor,temperature,c remi nding employees switch lights leave workplace use lights necessary also encourage use energy saving lighting systems top environmental practices chiswick park headquarters london,climate
Australia-SEP-2017-SEP-HealthCareEquipment&Ser...-SEP-UNGC_COP_-_International_SOS_-17.pdf?1507163431,4370,4370,use electronic communications websites e newsletters social media rather paper based media aim reduce electricity consumption maintaining air conditioning systems energy efficient general recommended indoor,temperature,reminding employees switch lights leave workplace meeting room use lights necessary also enc ourage use energy saving lighting systems medical waste management measures reduce medical,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,151,151,progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,539,539,companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery help clients,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,1175,1175,excess us billion furthermore natural disasters account changed travel plans erratic weather results high demand international sos services disaster planning evacuation emergency medical services effects,climate_change,likely continue trend well future businesses consider consequences natural disasters reviewing climate policies investments technology investors also rethinking approach climate-related risk means businesses must strengthen,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,3179,3179,business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery 20internationalsos.com patient care,climate
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138,6721,6721,systems save resources time manual collation internationalsos.com international sos sustainability report worldwide reach human touch 31worldwide reach human touch 31extreme weather conditions see increased impact,extreme_weather,international travel particularly hurricanes tropical storms signi cant level damage hurricane season caribbean fortunately repeated however signi cant season hurricanes appeared affect locations usually associated,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,931,931,medical diagnosis preventive take important function einstein follows tendency exam quality fqj peventive responsible incomes sociedade k kf sustainability report number examination made millions units,greenhouse,gases direct emission derivative stationary combustion tones co 2e new habits medicine approval sustainability master plan whose priority linked environmental management indicates sociedade introductory step,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,976,976,environmental management indicates sociedade introductory step schedule calculates many investments part among solid waste building renovation buildings continued linked sustainable criterions performance see page emission,greenhouse,gases declined last two years sociedade beneficente israelita brasileira albert einstein main reason installation electric energy station morumbi unit able support kv initiation started february,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11198,11198,due hospital expansion b l b awareness campaigns highlight importance green agents employees sociedade work voluntarily multipliers agents sust ainable practices focus impact everyday activities,climate_change,taken reduce waste raw materials resources food bes ides reduction proper collection recycling among others j h p e b 7c gri adherence ghc protocol,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11238,11238,others j h p e b 7c gri adherence ghc protocol brazilian program provide transparency attest commitment sustainability sociedade x health institution publish inventory emissions,greenhouse,gases took reference yea r base q1 j0j h7 e iju l escola de administração de empresas de são paulo da fundação getúlio vargas eaesp,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11283,11283,paulo da fundação getúlio vargas eaesp fgv são paulo j r d l b b institute wri aims establish culture dev elopment publication corporate inventories,greenhouse,gases emissions co untry aware environmental impacts health se ctor besides monitoring emissions sociedade drawing policies implementing actions reduce l planet past two years emissions,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11333,11333,emissions stationary combustion sociedade decreased main reason replacement d iesel used power generation emergency situations page gri ec2 hospital also took initiative raise impact two,greenhouse,gases anesthetic gas considered intergovernmental panel e s 75n q1 maintenance anesthetic state general anesthesia although individual contribution v b l o l b 7c,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11388,11388,hospital israelita albert einstein py jyy l approximately tons respectively gri st4 j0j h7 l l index changed calculation made used ghg tool released evolution,greenhouse,gases emission sq1 l b v jkppn period approximately years accumulated emission approximately tco 2e waste data refers estimation emissions vehicles transport employees considered emission,climate
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121,11568,11568,taken consideration planned improvements infrastru cture reduce energy consumption natural gas diesel expansion units consequent increase number attendances well consumption raw m aterials led reduction,greenhouse,gases sociedade believes best way reduce impact v7 r n gri according commitments approved sustai nability master plan set initiatives implemented sociedade provide improvements environmen,climate
