docname,from,to,pre,keyword,post,pattern
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L147,30,30,progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L149,28,28,progress protecting saving lives patient care client satisfaction quality assistance security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L161,16,16,security safety epidemics public mobility evolving traveller behaviour non-communicable diseases mental health digitalisation healthcare assistance,extreme_weather,conditions fuelling clients growth people access skilled workforce employee health safety wellbeing modern leadership engaging work engagement regulators stakeholders community impact engagement relationship assistance partners,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L522,43,43,companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L529,36,36,companies business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L540,25,25,business saving lives protecting clients global workforces health security threats wherever clients deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response brings peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery help clients,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3161,44,44,business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3169,36,36,business saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention,extreme_weather
Australia-SEP-2018-SEP-HealthCareEquipment&Ser...-SEP-International_SOS_Sustainability_Report19_WEB.pdf?1545386138.L3180,25,25,saving lives protecting clients global workforces health security threats wherever clients might deliver customised health security risk management wellbeing solutions fuel growth productivity event,extreme_weather,epidemic security incident provide immediate response peace mind innovative technology medical security expertise focus prevention offering real-time actionable insights on-the-ground quality delivery 20internationalsos.com patient care,extreme_weather
Brazil-SEP-2012-SEP-HealthCareEquipment&Ser...-SEP-2012_19_relatorio_sustentabilidade_2012_ingles_com_carta_adesao_pacto_global.pdf?1343048121.L11233,31,31,others j h p e b 7c gri adherence ghc protocol brazilian program provide transparency attest commitment sustainability sociedade x health institution publish inventory emissions,greenhouse,gases took reference yea r base q1 j0j h7 e iju l escola de administração de empresas de são paulo,greenhouse
