,Year,intersection,health,climate
0,2011,0.7831325301204819,43.10843373493976,21.96385542168675
1,2012,0.40594059405940597,37.28712871287129,18.603960396039604
2,2013,0.7758620689655172,45.525862068965516,18.301724137931036
3,2014,0.7567567567567568,49.414414414414416,20.846846846846848
4,2015,0.6722689075630253,42.39495798319328,17.26050420168067
5,2016,1.0610687022900764,41.9236641221374,18.587786259541986
6,2017,1.1857142857142857,48.1,20.414285714285715
7,2018,1.1304347826086956,60.84057971014493,23.942028985507246
8,2019,1.425,59.1125,29.6625
9,2020,3.0568181818181817,76.875,41.52272727272727
10,2021,4.2594142259414225,87.16317991631799,55.08786610878661
11,2022,4.7,92.54814814814814,64.27777777777777
