,Year,intersection,health,climate
0,2011,0.4666666666666667,18.133333333333333,4.733333333333333
1,2012,0.38095238095238093,18.523809523809526,7.9523809523809526
2,2013,1.15,16.3,8.0
3,2014,0.5,20.0,18.65
4,2015,0.7272727272727273,22.727272727272727,8.363636363636363
5,2016,1.0,25.476190476190474,24.19047619047619
6,2017,2.7222222222222223,15.38888888888889,6.666666666666667
7,2018,0.36363636363636365,17.363636363636363,5.363636363636363
8,2019,3.3125,25.375,9.5625
9,2020,0.9230769230769231,14.538461538461538,12.076923076923077
10,2021,1.2777777777777777,44.94444444444444,13.222222222222221
11,2022,2.9310344827586206,70.93103448275862,40.0
