,Year,intersection,health,climate
0,2011,0.0,1.4,1.0
1,2012,0.09090909090909091,7.2727272727272725,1.4545454545454546
2,2013,0.08333333333333333,6.25,2.1666666666666665
3,2014,0.15384615384615385,12.23076923076923,2.5384615384615383
4,2015,0.5833333333333334,13.166666666666666,2.25
5,2016,0.8,11.133333333333333,3.1333333333333333
6,2017,0.7142857142857143,14.0,2.857142857142857
7,2018,1.0,23.923076923076923,6.461538461538462
8,2019,0.5714285714285714,20.071428571428573,6.428571428571429
9,2020,1.6153846153846154,20.153846153846153,7.538461538461538
10,2021,1.5,26.0,8.5
11,2022,1.125,16.0,3.375
